AGE,EDUCATION,REVOKED,CLM_AMT,CAR_AGE,driverExperience,licenceType
40,High School,Yes,109,1,24,Full
38,High School,No,121,1,20,Full
54,Bachelor,No,104,10,33,Full
43,Bachelor,No,3905,8,22,Full
54,PhD,No,96,13,36,Full
60,Masters,No,4356,12,42,Full
41,Masters,No,112,12,19,Full
44,High School,No,97,7,23,Full
33,High School,Yes,2705,5,15,Full
50,Masters,No,3955,10,31,Full
34,High School,No,6132,7,12,Full
40,Masters,No,5477,13,21,Full
62,Masters,No,6079,15,45,Full
38,High School,No,102,1,16,Full
42,Bachelor,No,103,8,22,Full
54,Bachelor,No,109,10,35,Full
32,High School,No,2943,1,13,Full
43,High School,No,104,1,23,Full
52,Bachelor,No,5314,1,33,Full
19,Bachelor,No,3917,1,-1,Ls
34,High School,No,113,1,15,Full
44,High School,No,89,10,26,Full
45,Masters,No,95,19,24,Full
51,High School,No,98,1,29,Full
41,High School,No,104,1,21,Full
36,Masters,Yes,86,13,14,Full
52,Bachelor,No,114,10,34,Full
47,PhD,No,107,16,30,Full
44,High School,No,125,1,24,Full
41,High School,No,121,1,21,Full
57,Masters,Yes,106,11,41,Full
41,High School,No,101,1,22,Full
28,Bachelor,No,4546,8,6,Full
52,PhD,No,108,13,32,Full
48,Bachelor,No,103,7,26,Full
56,Bachelor,No,110,7,40,Full
50,PhD,No,91,22,29,Full
43,High School,No,103,1,27,Full
70,PhD,No,112,1,54,Full
42,Bachelor,No,95,9,21,Full
36,High School,No,5571,8,18,Full
39,Bachelor,No,4703,9,23,Full
48,Bachelor,No,1467,13,28,Full
47,High School,No,3968,5,30,Full
47,PhD,No,106,17,28,Full
48,PhD,No,96,16,27,Full
42,High School,No,93,5,24,Full
26,High School,No,2627,4,5,Full
55,High School,No,1100,1,39,Full
22,PhD,No,22352,11,6,Full
42,Bachelor,No,18392,7,24,Full
48,Masters,No,99,10,27,Full
38,High School,No,95,8,20,Full
30,Bachelor,No,94,11,9,Full
56,Bachelor,No,97,10,36,Full
42,PhD,No,99,8,22,Full
30,High School,No,3096,1,8,Full
55,Masters,No,99,10,38,Full
41,Masters,No,99,18,21,Full
44,Bachelor,No,103,9,24,Full
39,High School,No,105,1,18,Full
40,Masters,No,99,11,18,Full
68,High School,No,93,8,50,Full
48,PhD,No,93,16,30,Full
36,Masters,No,5937,12,17,Full
33,Masters,No,100,7,15,Full
42,Masters,No,100,14,24,Full
48,Bachelor,No,101,8,28,Full
50,High School,No,120,1,29,Full
45,Bachelor,No,97,9,23,Full
29,Masters,No,109,16,9,Full
49,High School,No,105,1,31,Full
49,Masters,No,102,12,31,Full
57,High School,No,8362,9,38,Full
47,PhD,No,100,16,31,Full
27,Bachelor,No,115,9,9,Full
39,High School,No,262,7,22,Full
51,High School,No,91,10,32,Full
33,Bachelor,No,95,9,11,Full
44,High School,Yes,12588,1,28,Full
46,Masters,No,100,18,25,Full
44,Bachelor,No,629,9,24,Full
55,Bachelor,No,94,10,37,Full
41,Bachelor,No,98,11,24,Full
30,High School,Yes,5771,3,10,Full
43,Bachelor,Yes,98,14,25,Full
28,High School,No,5255,6,12,Full
50,Masters,No,97,23,32,Full
35,High School,Yes,4760,3,14,Full
57,High School,No,839,6,39,Full
41,Masters,No,101,18,24,Full
45,High School,No,105,1,26,Full
46,Bachelor,No,112,6,26,Full
51,High School,No,94,1,30,Full
45,Masters,No,96,12,25,Full
51,Bachelor,Yes,102,9,33,Full
58,High School,Yes,103,1,36,Full
57,PhD,No,94,15,40,Full
50,High School,Yes,108,3,31,Full
53,PhD,No,4719,19,35,Full
52,PhD,No,93,13,32,Full
64,High School,No,104,9,46,Full
48,High School,No,106,7,26,Full
41,Bachelor,Yes,108,8,25,Full
32,High School,No,108,1,11,Full
47,PhD,No,108,10,25,Full
29,Bachelor,No,99,10,7,Full
50,Bachelor,No,87,16,28,Full
51,High School,No,104,1,32,Full
65,High School,No,109,1,43,Full
53,Masters,Yes,2933,18,35,Full
40,High School,No,119,1,23,Full
55,Masters,No,109,14,34,Full
49,Masters,No,95,19,29,Full
51,High School,No,106,1,30,Full
57,PhD,No,1497,14,41,Full
56,High School,No,4530,1,39,Full
52,Bachelor,No,98,13,32,Full
58,Masters,No,97,20,42,Full
43,High School,No,100,1,21,Full
43,High School,No,104,7,23,Full
54,Bachelor,Yes,92,11,35,Full
45,High School,No,96,8,27,Full
40,Bachelor,Yes,108,10,20,Full
49,Masters,No,97,18,33,Full
44,High School,Yes,102,1,25,Full
48,High School,No,92,8,30,Full
46,High School,No,1909,8,27,Full
34,Masters,Yes,108,5,17,Full
42,Bachelor,No,101,9,21,Full
33,Bachelor,No,103,7,16,Full
47,PhD,No,114,13,29,Full
61,Bachelor,No,96,11,39,Full
39,High School,No,109,1,22,Full
55,High School,No,2887,8,37,Full
46,High School,No,104,1,24,Full
45,High School,No,117,1,24,Full
27,High School,Yes,6763,2,10,Full
45,PhD,No,97,12,24,Full
38,High School,No,7099,11,17,Full
46,Bachelor,No,99,13,29,Full
35,Masters,No,109,15,18,Full
57,Bachelor,No,6062,11,39,Full
41,Masters,No,92,12,19,Full
52,Bachelor,No,107,13,32,Full
52,Masters,No,109,1,30,Full
34,High School,Yes,3138,5,14,Full
68,High School,No,118,1,51,Full
46,Masters,No,106,16,26,Full
42,Bachelor,No,111,15,23,Full
28,High School,No,5094,6,11,Full
54,Masters,No,106,15,35,Full
52,Masters,No,100,15,32,Full
47,Masters,No,1525,17,29,Full
44,Bachelor,No,121,6,23,Full
48,High School,Yes,116,10,27,Full
58,Bachelor,No,4743,10,36,Full
48,High School,No,120,1,32,Full
43,Bachelor,No,2363,6,25,Full
29,High School,No,100,1,11,Full
53,Masters,No,109,10,32,Full
47,Masters,No,97,15,26,Full
41,Bachelor,No,4398,9,21,Full
48,PhD,No,91,11,30,Full
36,High School,Yes,96,1,15,Full
30,High School,No,102,7,9,Full
49,Masters,No,100,10,29,Full
36,High School,No,4023,9,20,Full
38,High School,No,6882,1,18,Full
40,Bachelor,No,91,12,21,Full
42,High School,No,109,1,20,Full
53,PhD,No,98,20,33,Full
48,Bachelor,No,92,10,29,Full
53,Bachelor,No,111,11,35,Full
51,High School,No,3350,8,33,Full
51,Bachelor,No,132,1,32,Full
46,High School,No,91,9,28,Full
54,PhD,No,103,16,37,Full
54,Masters,No,99,18,38,Full
44,High School,Yes,2902,1,22,Full
53,Masters,No,107,9,32,Full
43,Bachelor,No,109,1,21,Full
57,PhD,No,98,15,37,Full
35,High School,Yes,97,1,19,Full
45,High School,No,103,9,27,Full
59,High School,No,3398,1,43,Full
51,Masters,No,114,15,34,Full
28,High School,No,115,6,11,Full
47,High School,No,2637,1,27,Full
42,Masters,No,6764,8,24,Full
36,High School,Yes,13607,1,14,Full
39,High School,No,1634,1,21,Full
39,Bachelor,No,88,12,22,Full
46,Masters,No,95,10,27,Full
35,PhD,No,103,18,19,Full
43,High School,No,13787,6,26,Full
48,Masters,No,94,14,32,Full
48,High School,No,3304,6,28,Full
38,Masters,No,93,9,21,Full
46,Bachelor,No,124,9,25,Full
56,Masters,No,100,13,36,Full
49,Bachelor,No,106,1,30,Full
47,Bachelor,No,101,11,28,Full
63,PhD,No,6005,19,45,Full
57,PhD,No,100,8,37,Full
42,PhD,No,4803,13,25,Full
33,High School,Yes,5077,11,17,Full
53,High School,No,95,8,37,Full
48,High School,Yes,2582,1,28,Full
44,High School,No,106,1,27,Full
45,Bachelor,No,112,8,27,Full
50,PhD,No,101,19,31,Full
50,High School,No,104,6,28,Full
63,PhD,No,107,17,44,Full
51,Bachelor,Yes,2440,1,33,Full
49,Bachelor,No,107,7,28,Full
26,High School,No,102,12,9,Full
35,High School,No,101,1,13,Full
49,High School,Yes,104,9,33,Full
41,High School,No,3884,1,25,Full
52,PhD,No,94,15,31,Full
51,Masters,No,102,21,30,Full
53,Bachelor,No,1157,11,37,Full
61,PhD,No,109,18,44,Full
48,High School,No,1824,9,31,Full
42,PhD,No,99,8,22,Full
57,High School,No,107,6,35,Full
56,High School,No,106,8,36,Full
40,Bachelor,No,4454,7,18,Full
28,High School,No,105,6,10,Full
32,Masters,No,108,16,14,Full
41,Bachelor,No,95,10,25,Full
42,Bachelor,No,98,12,25,Full
47,Masters,No,105,17,27,Full
66,Masters,No,106,11,50,Full
36,Bachelor,No,108,12,15,Full
45,High School,No,103,1,25,Full
48,Bachelor,Yes,108,11,31,Full
39,High School,Yes,4226,8,22,Full
54,PhD,No,98,14,36,Full
46,Bachelor,No,101,7,25,Full
58,High School,No,102,1,36,Full
41,High School,Yes,5050,1,19,Full
48,Masters,No,96,12,31,Full
63,Bachelor,No,98,11,46,Full
41,Bachelor,No,100,12,20,Full
48,Masters,No,93,17,27,Full
61,Masters,Yes,344,18,40,Full
37,Bachelor,No,2979,13,21,Full
53,Masters,No,104,16,36,Full
50,High School,No,5548,1,28,Full
54,High School,No,110,1,35,Full
42,Bachelor,No,101,10,26,Full
37,Bachelor,No,90,14,16,Full
58,Bachelor,No,52490,10,37,Full
62,PhD,No,4600,15,44,Full
40,High School,No,107,4,18,Full
45,High School,No,102,1,29,Full
47,High School,No,5084,1,31,Full
40,Bachelor,No,93,13,23,Full
42,High School,Yes,96,9,26,Full
47,Masters,No,9082,16,27,Full
60,PhD,No,5219,10,41,Full
32,Bachelor,Yes,94,8,11,Full
44,High School,No,106,6,24,Full
57,High School,No,2358,1,39,Full
49,Bachelor,No,3921,7,28,Full
52,Masters,No,106,13,33,Full
64,Masters,No,105,10,47,Full
26,High School,No,121,1,7,Full
50,High School,No,1750,1,33,Full
35,High School,No,107,1,19,Full
50,High School,No,106,3,33,Full
52,PhD,No,97,13,34,Full
54,Masters,No,96,13,34,Full
53,PhD,No,97,13,34,Full
56,PhD,No,99,12,34,Full
51,Masters,No,2776,20,31,Full
60,High School,No,5317,1,38,Full
46,PhD,No,91,24,25,Full
27,High School,No,102,1,6,Full
41,High School,No,91,6,21,Full
40,High School,No,96,5,19,Full
49,Masters,No,105,14,29,Full
47,High School,No,2107,11,26,Full
52,Bachelor,No,97,14,32,Full
42,High School,No,107,1,26,Full
31,Masters,No,96,16,13,Full
41,Bachelor,No,3332,11,20,Full
38,Bachelor,No,115,3,20,Full
43,Masters,No,96,11,26,Full
42,PhD,No,98,10,25,Full
47,High School,No,2024,9,30,Full
54,Masters,No,91,9,36,Full
41,High School,No,3278,1,23,Full
54,Masters,No,107,15,36,Full
43,Bachelor,No,118,7,26,Full
44,High School,No,110,1,28,Full
46,Bachelor,No,102,11,25,Full
51,Masters,No,105,18,30,Full
27,High School,No,6623,1,7,Full
51,High School,Yes,16803,1,30,Full
46,High School,No,3850,1,28,Full
46,High School,Yes,5268,8,24,Full
45,High School,No,105,5,27,Full
47,High School,No,102,9,28,Full
64,High School,No,116,1,46,Full
42,Masters,No,102,11,22,Full
50,Masters,No,99,15,28,Full
32,Bachelor,No,108,12,11,Full
44,Bachelor,No,111,4,27,Full
37,Masters,No,103,8,15,Full
46,Masters,No,4637,15,27,Full
50,Bachelor,No,103,12,30,Full
54,PhD,No,101,15,33,Full
35,High School,Yes,103,1,19,Full
44,High School,No,118,1,24,Full
60,High School,No,97,14,42,Full
49,High School,No,91,10,27,Full
46,Bachelor,No,6909,8,29,Full
52,Masters,No,5854,11,32,Full
26,Bachelor,No,838,5,7,Full
47,PhD,No,1306,10,27,Full
57,High School,Yes,3305,6,38,Full
30,High School,No,3621,1,11,Full
49,Masters,No,7558,12,27,Full
42,High School,No,109,1,22,Full
48,High School,No,106,1,29,Full
61,Masters,No,100,11,44,Full
44,Bachelor,No,100,8,26,Full
46,High School,No,101,9,30,Full
38,High School,No,3386,9,18,Full
38,Bachelor,Yes,94,14,19,Full
42,Bachelor,No,99,10,24,Full
46,Bachelor,No,95,10,27,Full
40,High School,No,102,9,22,Full
45,Masters,No,112,12,23,Full
42,Bachelor,No,104,9,22,Full
46,High School,No,100,8,27,Full
33,Bachelor,No,98,9,11,Full
42,High School,No,112,5,21,Full
36,High School,No,104,4,20,Full
51,PhD,No,96,11,35,Full
38,High School,No,101,9,16,Full
40,Masters,No,101,12,20,Full
63,Bachelor,Yes,97,8,42,Full
54,Bachelor,No,2818,9,33,Full
48,High School,No,100,8,29,Full
29,High School,No,97,11,9,Full
39,High School,No,2451,1,21,Full
51,Bachelor,No,2077,14,29,Full
59,Bachelor,No,708,10,38,Full
48,High School,No,104,9,28,Full
60,High School,No,3646,3,44,Full
47,Bachelor,Yes,17628,10,30,Full
29,High School,No,5530,1,10,Full
21,Bachelor,No,96,12,0,Ls
47,Bachelor,Yes,96,8,30,Full
51,Bachelor,No,4929,6,35,Full
55,High School,No,4112,1,38,Full
39,Masters,No,105,21,18,Full
36,High School,No,115,1,18,Full
55,Masters,No,4218,20,38,Full
53,High School,No,108,1,33,Full
41,High School,No,110,9,25,Full
50,High School,No,103,9,31,Full
24,High School,Yes,6124,6,8,Full
46,High School,No,6093,8,25,Full
42,Bachelor,No,531,10,22,Full
31,High School,No,96,7,15,Full
38,Masters,No,93,23,21,Full
47,Bachelor,No,117,7,30,Full
40,Bachelor,Yes,103,13,22,Full
43,High School,No,95,5,21,Full
50,High School,Yes,11193,10,30,Full
41,High School,No,3844,9,21,Full
54,High School,No,99,7,35,Full
50,Bachelor,No,103,7,31,Full
58,PhD,No,95,14,39,Full
42,High School,No,4570,1,21,Full
48,Bachelor,No,98,8,28,Full
46,High School,No,107,11,28,Full
46,Bachelor,No,4573,12,27,Full
44,Masters,No,101,14,27,Full
51,Bachelor,No,104,6,29,Full
43,High School,No,104,1,24,Full
50,Masters,No,108,13,31,Full
63,High School,Yes,4491,1,43,Full
40,High School,No,89,10,18,Full
44,High School,No,6961,8,28,Full
53,Bachelor,No,98,12,37,Full
33,Bachelor,No,90,8,11,Full
28,Masters,No,7882,15,11,Full
35,High School,Yes,4545,1,14,Full
50,Bachelor,No,101,13,31,Full
38,High School,No,3870,10,21,Full
23,High School,Yes,5440,1,2,P1
38,Bachelor,No,98,6,21,Full
70,Bachelor,No,91,8,48,Full
44,High School,No,94,1,25,Full
55,Bachelor,No,100,12,38,Full
34,High School,No,4652,5,17,Full
51,Masters,Yes,108,12,29,Full
44,High School,No,101,1,26,Full
43,High School,No,5209,1,26,Full
46,High School,No,6969,1,30,Full
46,High School,Yes,96,9,25,Full
38,Bachelor,No,96,13,17,Full
63,Masters,No,107,3,41,Full
48,High School,No,112,1,30,Full
42,Bachelor,No,102,14,22,Full
42,Bachelor,No,108,1,23,Full
48,High School,No,124,1,28,Full
50,Masters,No,108,13,31,Full
55,Masters,Yes,5413,17,37,Full
49,Masters,No,105,14,29,Full
42,High School,No,113,1,26,Full
50,Bachelor,No,104,11,33,Full
47,Masters,No,1546,16,25,Full
29,Bachelor,No,94,11,10,Full
39,High School,Yes,6457,11,19,Full
43,High School,No,101,1,24,Full
49,Masters,No,100,16,28,Full
55,Masters,No,2301,8,38,Full
31,Bachelor,Yes,100,5,13,Full
38,PhD,No,94,10,20,Full
39,High School,No,97,1,17,Full
45,Bachelor,No,111,9,29,Full
43,High School,No,1647,1,27,Full
34,Masters,Yes,98,17,16,Full
48,Masters,No,98,15,29,Full
48,Masters,No,96,15,27,Full
54,Bachelor,No,106,7,35,Full
45,Masters,No,96,10,26,Full
32,Masters,No,2457,21,13,Full
38,High School,No,115,1,21,Full
35,High School,No,5928,13,17,Full
48,Masters,No,3982,17,28,Full
50,Masters,No,100,15,32,Full
66,Bachelor,No,104,12,44,Full
48,PhD,No,108,3,32,Full
56,Masters,No,97,10,35,Full
25,Bachelor,Yes,95,10,6,Full
39,Bachelor,No,89,13,18,Full
43,High School,No,1119,1,22,Full
42,PhD,Yes,112,13,20,Full
40,High School,No,113,1,22,Full
45,Masters,No,101,13,26,Full
42,Bachelor,Yes,106,11,21,Full
47,Masters,No,4378,12,25,Full
46,High School,No,91,10,27,Full
62,High School,No,103,6,45,Full
33,High School,No,104,1,16,Full
60,Masters,No,4255,17,41,Full
48,Bachelor,No,109,9,30,Full
51,High School,Yes,109,7,30,Full
50,High School,No,11088,6,30,Full
43,Masters,No,94,12,26,Full
44,High School,No,101,8,24,Full
43,Bachelor,No,105,1,23,Full
42,High School,No,95,7,23,Full
44,Bachelor,No,94,9,27,Full
38,Masters,No,107,12,19,Full
38,Masters,No,1031,17,21,Full
49,High School,No,110,4,27,Full
51,Bachelor,No,98,8,35,Full
38,High School,No,104,1,20,Full
48,Masters,No,101,20,27,Full
34,Bachelor,No,95,8,18,Full
33,Masters,No,101,8,12,Full
41,Masters,Yes,97,14,23,Full
33,High School,Yes,108,12,15,Full
39,Bachelor,Yes,95,11,21,Full
45,Masters,Yes,7756,8,28,Full
54,High School,Yes,7581,1,37,Full
37,Masters,No,88,14,19,Full
44,Masters,No,98,15,28,Full
51,Bachelor,No,101,8,31,Full
52,High School,No,105,12,31,Full
48,Bachelor,No,110,6,30,Full
55,Masters,No,96,12,35,Full
38,Bachelor,No,104,9,17,Full
43,High School,No,97,9,27,Full
53,Bachelor,No,108,6,33,Full
47,High School,Yes,2615,1,30,Full
38,Masters,No,97,13,22,Full
43,High School,No,4261,1,26,Full
36,High School,No,99,10,16,Full
32,High School,No,125,6,13,Full
37,Bachelor,No,94,1,21,Full
50,High School,No,105,10,29,Full
39,High School,No,101,1,17,Full
40,Bachelor,No,93,11,21,Full
47,High School,Yes,2489,1,29,Full
33,High School,No,86,8,14,Full
42,High School,No,95,6,20,Full
46,High School,No,3060,1,29,Full
38,High School,No,5945,1,21,Full
47,Bachelor,No,693,9,27,Full
42,High School,No,100,1,22,Full
40,High School,Yes,111,7,22,Full
44,Bachelor,No,126,5,27,Full
57,Masters,No,102,19,41,Full
33,High School,No,102,1,11,Full
57,Bachelor,No,4101,9,36,Full
46,High School,No,112,6,25,Full
56,High School,No,5846,8,38,Full
65,Masters,No,108,12,46,Full
40,PhD,Yes,89,16,24,Full
39,High School,No,117,5,21,Full
58,Masters,No,4274,12,39,Full
46,Bachelor,No,102,14,30,Full
47,Bachelor,No,107,11,27,Full
41,Masters,No,106,17,24,Full
49,High School,No,109,4,30,Full
49,Bachelor,No,102,9,32,Full
39,Bachelor,No,2017,10,20,Full
50,PhD,No,7400,7,33,Full
48,High School,Yes,92,7,27,Full
42,Masters,No,95,15,20,Full
55,Masters,No,95,18,36,Full
41,Masters,No,97,17,24,Full
48,High School,No,109,7,27,Full
37,Masters,No,93,14,17,Full
36,PhD,No,104,6,19,Full
39,Bachelor,No,5289,8,18,Full
54,Masters,No,101,14,32,Full
40,High School,No,108,1,21,Full
34,High School,No,102,8,13,Full
36,High School,No,100,1,15,Full
60,High School,No,109,9,38,Full
48,Bachelor,No,94,12,31,Full
42,High School,Yes,1946,8,25,Full
39,High School,No,3905,7,21,Full
62,Bachelor,No,5064,1,40,Full
55,Bachelor,No,97,15,36,Full
39,Bachelor,No,108,6,18,Full
41,High School,No,99,1,24,Full
38,Bachelor,No,97,10,16,Full
49,High School,No,103,8,30,Full
57,Bachelor,Yes,6139,9,39,Full
32,Bachelor,No,6040,8,13,Full
40,High School,No,92,8,21,Full
40,Bachelor,No,5047,9,18,Full
55,Masters,No,96,19,36,Full
38,High School,No,101,1,22,Full
49,High School,No,2497,9,32,Full
58,Bachelor,No,94,11,36,Full
43,Bachelor,No,105,6,27,Full
50,Bachelor,Yes,95,9,33,Full
56,PhD,No,106,14,39,Full
63,Bachelor,No,99,12,45,Full
52,Bachelor,Yes,112,1,36,Full
25,Bachelor,No,864,1,3,P2
48,Bachelor,No,96,10,32,Full
29,Bachelor,No,108,10,9,Full
47,High School,No,8128,1,29,Full
51,PhD,No,103,21,30,Full
50,Bachelor,No,99,9,33,Full
44,High School,No,2686,9,27,Full
54,PhD,No,95,15,34,Full
48,High School,No,91,11,31,Full
38,Bachelor,No,103,6,22,Full
35,High School,No,3200,7,14,Full
60,Masters,No,109,19,38,Full
51,Bachelor,No,99,14,29,Full
41,High School,No,8653,12,21,Full
55,High School,No,101,1,35,Full
57,Bachelor,No,104,15,40,Full
60,Masters,No,6833,13,43,Full
56,Masters,No,94,10,36,Full
58,Bachelor,No,108,1,37,Full
48,High School,No,4415,7,32,Full
46,Masters,No,38750,13,29,Full
41,High School,No,113,1,24,Full
40,High School,No,104,1,20,Full
43,Masters,No,108,13,21,Full
41,High School,No,6022,1,23,Full
76,Bachelor,No,3589,15,55,Full
35,High School,Yes,5728,8,19,Full
38,Bachelor,No,89,8,21,Full
46,Bachelor,No,112,1,25,Full
34,Masters,No,4994,18,12,Full
58,High School,No,2658,1,36,Full
57,High School,No,92,11,40,Full
58,Bachelor,No,110,12,40,Full
50,Masters,No,100,15,33,Full
44,High School,No,97,8,25,Full
55,PhD,No,109,9,33,Full
44,High School,No,93,9,23,Full
28,High School,Yes,117,3,6,Full
51,High School,No,4688,8,31,Full
66,PhD,No,108,16,49,Full
36,Bachelor,No,116,11,15,Full
49,Bachelor,No,102,13,27,Full
34,Masters,No,100,18,15,Full
52,Bachelor,No,110,14,35,Full
44,Masters,No,99,12,24,Full
38,High School,No,2888,9,19,Full
50,Masters,No,113,14,31,Full
47,Masters,No,91,17,25,Full
44,Masters,No,100,15,24,Full
45,High School,Yes,5267,6,23,Full
48,PhD,No,105,16,26,Full
57,Masters,No,102,5,39,Full
47,Masters,No,97,19,29,Full
36,High School,No,105,9,16,Full
49,High School,No,98,1,32,Full
49,Bachelor,No,107,14,33,Full
55,PhD,No,102,16,38,Full
39,Bachelor,No,99,10,20,Full
52,High School,No,104,1,36,Full
55,Masters,No,4857,17,36,Full
41,Masters,No,95,21,22,Full
53,High School,No,99,1,31,Full
32,High School,No,112,1,10,Full
60,PhD,No,103,17,40,Full
47,High School,No,99,7,26,Full
39,Masters,Yes,5383,16,21,Full
56,Masters,No,110,18,38,Full
34,High School,No,2610,1,16,Full
46,Masters,No,103,12,28,Full
51,PhD,No,121,5,35,Full
47,Bachelor,Yes,97,8,29,Full
40,Masters,No,100,12,20,Full
35,Bachelor,No,103,11,18,Full
50,Bachelor,No,91,10,31,Full
33,High School,No,111,1,16,Full
51,Bachelor,No,107586,3,35,Full
39,Masters,No,108,9,19,Full
45,Bachelor,Yes,103,13,26,Full
28,Bachelor,No,4193,8,12,Full
54,High School,Yes,102,1,33,Full
36,Bachelor,No,4840,1,16,Full
58,Bachelor,No,7483,15,39,Full
43,High School,No,9742,4,21,Full
42,Masters,No,103,22,24,Full
53,Bachelor,No,98,9,31,Full
53,High School,No,8748,1,34,Full
40,Bachelor,No,1995,11,24,Full
41,Bachelor,No,97,8,25,Full
45,High School,No,114,6,24,Full
46,Bachelor,No,102,12,27,Full
38,Bachelor,No,96,6,18,Full
60,PhD,No,101,13,40,Full
43,High School,No,99,1,25,Full
53,PhD,No,113,14,31,Full
46,PhD,No,4493,13,30,Full
37,Masters,No,94,18,19,Full
51,Bachelor,Yes,100,8,33,Full
38,Masters,No,98,18,18,Full
52,High School,No,101,1,31,Full
48,Bachelor,No,4164,8,30,Full
55,High School,No,1356,1,38,Full
33,High School,No,109,1,15,Full
31,High School,No,100,6,9,Full
24,High School,No,1089,1,2,P1
33,High School,No,112,1,15,Full
36,Bachelor,No,4363,10,15,Full
27,High School,Yes,3790,6,11,Full
53,Masters,No,96,13,34,Full
39,High School,No,4144,4,21,Full
32,High School,No,123,1,14,Full
43,High School,No,108,7,21,Full
52,High School,No,93,9,30,Full
50,Masters,No,112,14,31,Full
51,PhD,No,99,18,35,Full
45,Bachelor,Yes,4303,12,24,Full
53,Bachelor,No,22638,12,32,Full
42,Masters,Yes,2027,8,21,Full
47,High School,No,109,7,31,Full
41,High School,No,105,1,20,Full
49,PhD,No,93,20,32,Full
45,Masters,No,109,14,25,Full
52,High School,No,105,7,36,Full
50,Bachelor,Yes,2213,10,34,Full
51,Bachelor,No,95,11,29,Full
57,Masters,No,110,14,40,Full
45,Masters,No,110,12,26,Full
50,Bachelor,No,116,9,29,Full
41,High School,No,120,1,25,Full
46,High School,No,96,8,24,Full
40,High School,No,101,1,24,Full
48,Bachelor,No,112,1,30,Full
46,High School,No,99,1,26,Full
57,High School,No,108,1,38,Full
46,Masters,No,105,13,28,Full
57,Bachelor,No,1479,14,37,Full
59,PhD,No,2883,14,40,Full
54,Bachelor,No,105,11,33,Full
31,High School,No,104,1,11,Full
33,High School,No,115,6,11,Full
35,Bachelor,No,104,1,16,Full
38,Bachelor,Yes,1005,11,16,Full
44,High School,No,108,1,28,Full
