driverAge,educationLevel,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
37,Bachelor,90,0,13,16,Full
57,PhD,107,0,14,35,Full
43,PhD,105,0,13,24,Full
48,Bachelor,103,0,6,27,Full
41,Masters,90,0,18,22,Full
58,Bachelor,64182,0,1,36,Full
52,PhD,110,0,15,33,Full
44,High School,104,0,8,27,Full
41,High School,106,0,1,19,Full
37,High School,82,0,8,20,Full
38,High School,101,0,1,17,Full
44,High School,6293,0,1,22,Full
29,High School,118,0,7,10,Full
34,High School,109,0,8,18,Full
27,High School,2103,0,1,10,Full
47,Bachelor,4232,0,7,25,Full
42,High School,100,0,7,20,Full
49,Bachelor,91,0,13,27,Full
51,High School,109,0,6,31,Full
43,Bachelor,118,0,5,27,Full
52,PhD,104,0,16,31,Full
47,High School,115,0,1,29,Full
48,Bachelor,100,0,5,29,Full
44,Bachelor,1168,0,1,24,Full
33,Masters,93,1,11,13,Full
36,Bachelor,99,0,7,16,Full
47,Masters,116,0,12,27,Full
45,PhD,97,0,16,23,Full
27,High School,91,0,8,6,Full
44,High School,100,0,12,25,Full
38,Bachelor,101,0,14,18,Full
35,Masters,3981,0,9,14,Full
46,High School,100,0,1,26,Full
34,Bachelor,109,0,7,18,Full
51,Bachelor,106,0,10,30,Full
53,Masters,94,0,15,36,Full
54,Masters,99,0,17,36,Full
54,Bachelor,99,0,10,32,Full
59,Bachelor,94,0,11,40,Full
36,High School,100,0,1,18,Full
29,High School,99,0,1,11,Full
51,Bachelor,120,0,5,30,Full
40,Bachelor,91,0,9,23,Full
54,Bachelor,96,0,13,35,Full
41,Bachelor,1921,0,10,25,Full
58,Bachelor,1261,0,12,41,Full
42,High School,103,0,1,22,Full
50,High School,2977,0,1,28,Full
42,PhD,111,0,18,22,Full
33,Bachelor,122,0,4,15,Full
46,Masters,103,0,20,30,Full
41,High School,104,0,1,23,Full
34,Masters,95,0,21,13,Full
40,Bachelor,4185,0,7,18,Full
48,Bachelor,94,0,10,26,Full
55,Masters,98,0,17,35,Full
43,Masters,102,0,10,24,Full
37,High School,113,0,1,20,Full
35,High School,105,0,5,19,Full
43,High School,6777,0,1,26,Full
36,High School,7345,0,7,19,Full
57,Masters,96,0,13,39,Full
53,PhD,3041,0,23,31,Full
45,Masters,101,0,13,23,Full
45,PhD,107,0,12,25,Full
37,High School,113,0,1,21,Full
35,High School,4405,0,1,18,Full
50,High School,93,0,8,34,Full
64,Masters,102,0,9,42,Full
55,High School,109,0,1,39,Full
37,Bachelor,107,0,8,17,Full
54,Bachelor,99,0,13,37,Full
43,Masters,103,0,14,21,Full
44,High School,4337,1,7,28,Full
52,Masters,97,0,22,36,Full
42,High School,103,0,1,25,Full
36,High School,92,0,1,19,Full
52,PhD,104,0,10,35,Full
51,PhD,107,0,14,33,Full
60,High School,103,0,1,43,Full
46,Bachelor,106,0,7,26,Full
46,Bachelor,109,0,1,30,Full
44,High School,3887,0,1,26,Full
44,Masters,95,0,19,27,Full
56,Bachelor,104,0,11,34,Full
36,PhD,86,0,18,14,Full
52,High School,101,0,1,33,Full
46,Masters,108,0,14,28,Full
38,High School,111,0,1,20,Full
57,Bachelor,99,0,8,36,Full
44,Masters,99,0,20,22,Full
49,Masters,101,0,12,31,Full
43,High School,103,0,1,25,Full
48,Bachelor,101,0,9,32,Full
51,Masters,105,1,14,30,Full
36,Bachelor,107,0,1,14,Full
45,Masters,99,0,17,29,Full
50,PhD,96,1,11,29,Full
47,Masters,5899,0,17,29,Full
59,High School,6639,0,9,40,Full
45,Bachelor,4290,1,12,28,Full
58,High School,104,0,1,37,Full
43,High School,98,0,9,22,Full
50,Masters,105,0,21,32,Full
38,Bachelor,94,0,9,20,Full
33,Bachelor,100,0,14,16,Full
37,High School,7552,1,1,21,Full
43,High School,4322,0,7,22,Full
40,Bachelor,100,0,10,22,Full
35,Masters,92,0,11,17,Full
39,High School,89,0,9,21,Full
38,High School,7052,1,1,20,Full
39,High School,18689,0,8,22,Full
46,Bachelor,42523,0,9,30,Full
45,Masters,98,0,12,26,Full
52,High School,6752,1,1,35,Full
50,High School,102,0,9,31,Full
51,High School,97,0,1,29,Full
47,Bachelor,112,0,1,28,Full
53,Bachelor,109,0,12,36,Full
40,Bachelor,108,0,12,24,Full
37,Bachelor,109,0,10,21,Full
34,High School,3964,0,1,13,Full
53,Bachelor,5787,0,11,37,Full
46,Masters,113,0,11,29,Full
40,Masters,5438,0,2,23,Full
42,PhD,99,0,13,22,Full
49,High School,111,0,5,27,Full
51,Bachelor,99,0,12,34,Full
33,High School,111,0,4,13,Full
49,High School,2928,0,11,30,Full
46,Masters,100,0,14,29,Full
54,High School,94,0,6,34,Full
43,High School,98,0,6,27,Full
30,High School,1691,0,1,9,Full
70,Bachelor,99,0,8,51,Full
36,High School,110,0,1,19,Full
63,Masters,104,0,21,42,Full
47,Masters,110,0,22,29,Full
32,High School,77907,0,6,10,Full
36,Bachelor,615,0,15,17,Full
47,High School,96,0,8,26,Full
60,PhD,102,0,13,41,Full
62,High School,2492,0,4,42,Full
52,Masters,100,0,19,35,Full
54,Masters,108,0,15,34,Full
51,High School,2912,0,1,32,Full
40,Bachelor,106,0,13,24,Full
43,High School,115,0,1,26,Full
49,High School,105,0,1,32,Full
24,Bachelor,4737,1,5,3,P2
41,High School,111,0,1,20,Full
39,High School,100,0,7,17,Full
34,High School,114,0,1,17,Full
33,Bachelor,2907,0,9,12,Full
50,Masters,7635,0,1,34,Full
53,Masters,5188,0,10,34,Full
31,High School,95,0,7,13,Full
57,PhD,115,0,11,38,Full
62,Masters,103,1,20,46,Full
59,High School,105,0,8,39,Full
34,High School,4442,0,1,14,Full
41,High School,112,0,1,20,Full
35,Bachelor,3492,0,11,17,Full
47,High School,102,0,1,27,Full
49,High School,113,0,8,33,Full
39,High School,1779,0,1,21,Full
47,Bachelor,4055,0,15,31,Full
29,High School,117,0,8,12,Full
46,PhD,96,0,14,26,Full
49,High School,104,0,1,28,Full
57,High School,3654,0,9,35,Full
52,Bachelor,101,0,13,35,Full
50,Bachelor,3953,1,13,31,Full
46,PhD,98,0,14,24,Full
50,Masters,96,0,18,28,Full
53,Bachelor,107,0,11,36,Full
38,Bachelor,2413,1,10,18,Full
43,Masters,6730,0,10,24,Full
43,Bachelor,92,0,13,23,Full
45,Masters,3182,0,19,25,Full
24,Bachelor,4515,1,10,4,P2
45,High School,108,0,10,29,Full
24,Bachelor,5100,0,13,3,P2
45,High School,106,0,9,23,Full
41,Masters,5853,1,13,21,Full
52,High School,117,0,5,33,Full
29,High School,108,0,7,10,Full
53,Masters,1363,0,1,35,Full
30,Bachelor,112,0,7,10,Full
51,Bachelor,100,0,1,35,Full
47,High School,104,0,1,27,Full
44,Masters,98,0,17,23,Full
38,Bachelor,104,0,12,16,Full
50,High School,103,0,1,31,Full
51,Bachelor,104,0,11,34,Full
43,PhD,98,0,12,21,Full
40,High School,108,0,7,20,Full
46,Bachelor,105,0,7,30,Full
47,Masters,106,0,8,28,Full
47,High School,104,0,1,27,Full
41,Masters,123,0,1,20,Full
46,Masters,2758,0,21,24,Full
54,High School,554,1,7,32,Full
38,High School,104,0,1,20,Full
37,Bachelor,102,1,5,20,Full
48,High School,92,0,10,26,Full
44,High School,106,0,8,25,Full
53,High School,8131,0,6,35,Full
37,Bachelor,92,0,10,18,Full
57,Bachelor,3773,0,8,36,Full
41,High School,104,0,1,24,Full
54,Masters,99,0,20,36,Full
49,Masters,115,0,4,31,Full
56,Bachelor,103,0,6,39,Full
36,Bachelor,104,0,9,15,Full
47,High School,5440,0,9,30,Full
60,High School,99,0,7,39,Full
41,High School,109,0,1,24,Full
44,High School,94,0,9,25,Full
33,High School,107,1,11,12,Full
46,High School,102,0,3,27,Full
58,Bachelor,107,0,10,42,Full
31,High School,110,1,1,13,Full
43,High School,111,0,5,25,Full
44,Masters,895,0,16,22,Full
41,Masters,99,1,10,20,Full
37,High School,2782,1,1,17,Full
49,PhD,116,0,1,31,Full
42,High School,97,0,9,26,Full
47,Bachelor,1487,0,10,31,Full
38,High School,104,1,11,21,Full
46,Masters,92,0,16,28,Full
46,High School,110,0,10,30,Full
53,Bachelor,123,0,1,36,Full
46,High School,114,0,4,24,Full
32,High School,119,0,1,11,Full
63,High School,107,0,6,47,Full
40,High School,115,0,1,22,Full
39,Bachelor,93,1,10,17,Full
43,High School,103,0,1,21,Full
41,PhD,106,0,11,19,Full
49,Bachelor,99,0,10,31,Full
51,High School,95,0,9,34,Full
45,Masters,98,0,21,27,Full
59,High School,103,0,1,42,Full
57,Masters,93,0,15,39,Full
50,Bachelor,112,0,5,30,Full
47,High School,2440,0,8,30,Full
26,High School,2992,0,7,6,Full
54,High School,3392,1,8,33,Full
43,High School,111,0,1,25,Full
61,High School,5603,0,6,39,Full
51,High School,111,0,5,30,Full
46,High School,112,0,5,27,Full
28,High School,119,0,7,10,Full
44,Bachelor,108,0,9,23,Full
40,High School,3985,0,13,19,Full
44,PhD,102,0,15,22,Full
47,Bachelor,105,0,9,25,Full
51,Bachelor,105,0,14,32,Full
40,High School,93,0,9,22,Full
45,Bachelor,102,0,11,28,Full
40,High School,104,0,1,24,Full
45,Masters,3952,0,15,28,Full
58,Masters,4366,0,16,37,Full
37,Bachelor,114,0,1,18,Full
51,Masters,108,0,14,33,Full
60,Bachelor,101,0,8,42,Full
56,High School,99,0,1,38,Full
46,Bachelor,96,0,9,30,Full
33,Masters,95,0,20,17,Full
44,High School,1257,1,6,27,Full
36,High School,5524,0,6,15,Full
42,High School,110,1,9,25,Full
47,High School,109,0,4,28,Full
36,Bachelor,96,0,9,20,Full
50,High School,121,0,1,30,Full
34,Masters,105,0,18,17,Full
53,High School,122,0,1,32,Full
43,High School,106,0,1,21,Full
40,High School,100,0,9,20,Full
48,PhD,102,1,14,31,Full
41,Masters,94,0,15,20,Full
41,High School,100,0,1,21,Full
46,High School,3793,1,10,24,Full
48,High School,97,1,5,26,Full
56,High School,101,0,6,36,Full
50,High School,113,0,1,33,Full
51,Bachelor,91,0,10,35,Full
36,High School,104,0,3,19,Full
40,High School,109,1,1,24,Full
38,High School,121,0,1,20,Full
54,Bachelor,104,0,10,33,Full
43,Bachelor,3905,0,8,22,Full
54,PhD,96,0,13,36,Full
60,Masters,4356,0,12,42,Full
41,Masters,112,0,12,19,Full
44,High School,97,0,7,23,Full
33,High School,2705,1,5,15,Full
50,Masters,3955,0,10,31,Full
34,High School,6132,0,7,12,Full
40,Masters,5477,0,13,21,Full
62,Masters,6079,0,15,45,Full
38,High School,102,0,1,16,Full
42,Bachelor,103,0,8,22,Full
54,Bachelor,109,0,10,35,Full
32,High School,2943,0,1,13,Full
43,High School,104,0,1,23,Full
52,Bachelor,5314,0,1,33,Full
19,Bachelor,3917,0,1,-1,Ls
34,High School,113,0,1,15,Full
44,High School,89,0,10,26,Full
45,Masters,95,0,19,24,Full
51,High School,98,0,1,29,Full
41,High School,104,0,1,21,Full
36,Masters,86,1,13,14,Full
52,Bachelor,114,0,10,34,Full
47,PhD,107,0,16,30,Full
44,High School,125,0,1,24,Full
41,High School,121,0,1,21,Full
57,Masters,106,1,11,41,Full
41,High School,101,0,1,22,Full
28,Bachelor,4546,0,8,6,Full
52,PhD,108,0,13,32,Full
48,Bachelor,103,0,7,26,Full
56,Bachelor,110,0,7,40,Full
50,PhD,94,0,22,29,Full
43,High School,103,0,1,27,Full
70,PhD,112,0,1,54,Full
42,Bachelor,95,0,9,21,Full
36,High School,5571,0,8,18,Full
39,Bachelor,4703,0,9,23,Full
48,Bachelor,1467,0,13,28,Full
47,High School,3968,0,5,30,Full
47,PhD,106,0,17,28,Full
48,PhD,96,0,16,27,Full
42,High School,93,0,5,24,Full
26,High School,2627,0,4,5,Full
55,High School,1100,0,1,39,Full
22,PhD,22352,0,11,6,Full
42,Bachelor,18392,0,7,24,Full
48,Masters,95,0,10,27,Full
38,High School,95,0,8,20,Full
30,Bachelor,94,0,11,9,Full
56,Bachelor,97,0,10,36,Full
42,PhD,99,0,8,22,Full
30,High School,3096,0,1,8,Full
55,Masters,99,0,10,38,Full
41,Masters,99,0,18,21,Full
44,Bachelor,103,0,9,24,Full
39,High School,105,0,1,18,Full
40,Masters,99,0,11,18,Full
68,High School,93,0,8,50,Full
48,PhD,98,0,16,30,Full
36,Masters,5937,0,12,17,Full
33,Masters,100,0,7,15,Full
42,Masters,100,0,14,24,Full
48,Bachelor,101,0,8,28,Full
50,High School,120,0,1,29,Full
45,Bachelor,97,0,9,23,Full
29,Masters,109,0,16,9,Full
49,High School,105,0,1,31,Full
49,Masters,102,0,12,31,Full
57,High School,8362,0,9,38,Full
47,PhD,100,0,16,31,Full
27,Bachelor,115,0,9,9,Full
39,High School,262,0,7,22,Full
51,High School,91,0,10,32,Full
33,Bachelor,95,0,9,11,Full
44,High School,12588,1,1,28,Full
46,Masters,100,0,18,25,Full
44,Bachelor,629,0,9,24,Full
55,Bachelor,94,0,10,37,Full
41,Bachelor,98,0,11,24,Full
30,High School,5771,1,3,10,Full
43,Bachelor,98,1,14,25,Full
28,High School,5255,0,6,12,Full
50,Masters,97,0,23,32,Full
35,High School,4760,1,3,14,Full
57,High School,839,0,6,39,Full
41,Masters,101,0,18,24,Full
45,High School,105,0,1,26,Full
46,Bachelor,112,0,6,26,Full
51,High School,94,0,1,30,Full
45,Masters,96,0,12,25,Full
51,Bachelor,102,1,9,33,Full
58,High School,103,1,1,36,Full
57,PhD,94,0,15,40,Full
50,High School,108,1,3,31,Full
53,PhD,4719,0,19,35,Full
52,PhD,93,0,13,32,Full
64,High School,104,0,9,46,Full
48,High School,106,0,7,26,Full
41,Bachelor,108,1,8,25,Full
32,High School,108,0,1,11,Full
47,PhD,108,0,10,25,Full
29,Bachelor,99,0,10,7,Full
50,Bachelor,87,0,16,28,Full
51,High School,104,0,1,32,Full
65,High School,109,0,1,43,Full
53,Masters,2933,1,18,35,Full
40,High School,119,0,1,23,Full
55,Masters,109,0,14,34,Full
49,Masters,95,0,19,29,Full
51,High School,106,0,1,30,Full
57,PhD,1497,0,14,41,Full
56,High School,4530,0,1,39,Full
52,Bachelor,98,0,13,32,Full
58,Masters,97,0,20,42,Full
43,High School,100,0,1,21,Full
43,High School,104,0,7,23,Full
54,Bachelor,92,1,11,35,Full
45,High School,96,0,8,27,Full
40,Bachelor,108,1,10,20,Full
49,Masters,97,0,18,33,Full
44,High School,102,1,1,25,Full
48,High School,92,0,8,30,Full
46,High School,1909,0,8,27,Full
34,Masters,108,1,5,17,Full
42,Bachelor,101,0,9,21,Full
33,Bachelor,103,0,7,16,Full
47,PhD,114,0,13,29,Full
61,Bachelor,96,0,11,39,Full
39,High School,109,0,1,22,Full
55,High School,2887,0,8,37,Full
46,High School,104,0,1,24,Full
45,High School,117,0,1,24,Full
27,High School,6763,1,2,10,Full
45,PhD,97,0,12,24,Full
38,High School,7099,0,11,17,Full
46,Bachelor,99,0,13,29,Full
35,Masters,109,0,15,18,Full
57,Bachelor,6062,0,11,39,Full
41,Masters,95,0,12,19,Full
52,Bachelor,107,0,13,32,Full
52,Masters,109,0,1,30,Full
34,High School,3138,1,5,14,Full
68,High School,118,0,1,51,Full
46,Masters,106,0,16,26,Full
42,Bachelor,111,0,15,23,Full
28,High School,5094,0,6,11,Full
54,Masters,106,0,15,35,Full
52,Masters,100,0,15,32,Full
47,Masters,1525,0,17,29,Full
44,Bachelor,121,0,6,23,Full
48,High School,116,1,10,27,Full
58,Bachelor,4743,0,10,36,Full
48,High School,120,0,1,32,Full
43,Bachelor,2363,0,6,25,Full
29,High School,100,0,1,11,Full
53,Masters,109,0,10,32,Full
47,Masters,93,0,15,26,Full
41,Bachelor,4398,0,9,21,Full
48,PhD,91,0,11,30,Full
36,High School,96,1,1,15,Full
30,High School,102,0,7,9,Full
49,Masters,100,0,10,29,Full
36,High School,4023,0,9,20,Full
38,High School,6882,0,1,18,Full
40,Bachelor,91,0,12,21,Full
42,High School,109,0,1,20,Full
53,PhD,98,0,20,33,Full
48,Bachelor,92,0,10,29,Full
53,Bachelor,111,0,11,35,Full
51,High School,3350,0,8,33,Full
51,Bachelor,132,0,1,32,Full
46,High School,91,0,9,28,Full
54,PhD,103,0,16,37,Full
54,Masters,99,0,18,38,Full
44,High School,2902,1,1,22,Full
53,Masters,107,0,9,32,Full
43,Bachelor,109,0,1,21,Full
57,PhD,98,0,15,37,Full
35,High School,97,1,1,19,Full
45,High School,103,0,9,27,Full
59,High School,3398,0,1,43,Full
51,Masters,114,0,15,34,Full
28,High School,115,0,6,11,Full
47,High School,2637,0,1,27,Full
42,Masters,6764,0,8,24,Full
36,High School,13607,1,1,14,Full
39,High School,1634,0,1,21,Full
39,Bachelor,88,0,12,22,Full
46,Masters,95,0,10,27,Full
35,PhD,103,0,18,19,Full
43,High School,13787,0,6,26,Full
48,Masters,94,0,14,32,Full
48,High School,3304,0,6,28,Full
38,Masters,98,0,9,21,Full
46,Bachelor,124,0,9,25,Full
56,Masters,100,0,13,36,Full
49,Bachelor,106,0,1,30,Full
47,Bachelor,101,0,11,28,Full
63,PhD,6005,0,19,45,Full
57,PhD,100,0,8,37,Full
42,PhD,4803,0,13,25,Full
33,High School,5077,1,11,17,Full
53,High School,95,0,8,37,Full
48,High School,2582,1,1,28,Full
44,High School,106,0,1,27,Full
45,Bachelor,112,0,8,27,Full
50,PhD,101,0,19,31,Full
50,High School,104,0,6,28,Full
63,PhD,107,0,17,44,Full
51,Bachelor,2440,1,1,33,Full
49,Bachelor,107,0,7,28,Full
26,High School,102,0,12,9,Full
35,High School,101,0,1,13,Full
49,High School,104,1,9,33,Full
41,High School,3884,0,1,25,Full
52,PhD,94,0,15,31,Full
51,Masters,102,0,21,30,Full
53,Bachelor,1157,0,11,37,Full
61,PhD,109,0,18,44,Full
48,High School,1824,0,9,31,Full
42,PhD,99,0,8,22,Full
57,High School,107,0,6,35,Full
56,High School,106,0,8,36,Full
40,Bachelor,4454,0,7,18,Full
28,High School,105,0,6,10,Full
32,Masters,108,0,16,14,Full
41,Bachelor,95,0,10,25,Full
42,Bachelor,98,0,12,25,Full
47,Masters,105,0,17,27,Full
66,Masters,106,0,11,50,Full
36,Bachelor,108,0,12,15,Full
45,High School,103,0,1,25,Full
48,Bachelor,108,1,11,31,Full
39,High School,4226,1,8,22,Full
54,PhD,98,0,14,36,Full
46,Bachelor,101,0,7,25,Full
58,High School,102,0,1,36,Full
41,High School,5050,1,1,19,Full
48,Masters,96,0,12,31,Full
63,Bachelor,98,0,11,46,Full
41,Bachelor,100,0,12,20,Full
48,Masters,93,0,17,27,Full
61,Masters,344,1,18,40,Full
37,Bachelor,2979,0,13,21,Full
53,Masters,104,0,16,36,Full
50,High School,5548,0,1,28,Full
54,High School,110,0,1,35,Full
42,Bachelor,101,0,10,26,Full
37,Bachelor,90,0,14,16,Full
58,Bachelor,52490,0,10,37,Full
62,PhD,4600,0,15,44,Full
40,High School,107,0,4,18,Full
45,High School,102,0,1,29,Full
47,High School,5084,0,1,31,Full
40,Bachelor,93,0,13,23,Full
42,High School,96,1,9,26,Full
47,Masters,9082,0,16,27,Full
60,PhD,5219,0,10,41,Full
32,Bachelor,94,1,8,11,Full
44,High School,106,0,6,24,Full
57,High School,2358,0,1,39,Full
49,Bachelor,3921,0,7,28,Full
52,Masters,106,0,13,33,Full
64,Masters,105,0,10,47,Full
26,High School,121,0,1,7,Full
50,High School,1750,0,1,33,Full
35,High School,107,0,1,19,Full
50,High School,106,0,3,33,Full
52,PhD,94,0,13,34,Full
54,Masters,96,0,13,34,Full
53,PhD,92,0,13,34,Full
56,PhD,95,0,12,34,Full
51,Masters,2776,0,20,31,Full
60,High School,5317,0,1,38,Full
46,PhD,91,0,24,25,Full
27,High School,102,0,1,6,Full
41,High School,91,0,6,21,Full
40,High School,96,0,5,19,Full
49,Masters,105,0,14,29,Full
47,High School,2107,0,11,26,Full
52,Bachelor,97,0,14,32,Full
42,High School,107,0,1,26,Full
31,Masters,96,0,16,13,Full
41,Bachelor,3332,0,11,20,Full
38,Bachelor,115,0,3,20,Full
43,Masters,96,0,11,26,Full
42,PhD,98,0,10,25,Full
47,High School,2024,0,9,30,Full
54,Masters,91,0,9,36,Full
41,High School,3278,0,1,23,Full
54,Masters,107,0,15,36,Full
43,Bachelor,118,0,7,26,Full
44,High School,110,0,1,28,Full
46,Bachelor,102,0,11,25,Full
51,Masters,105,0,18,30,Full
27,High School,6623,0,1,7,Full
51,High School,16803,1,1,30,Full
46,High School,3850,0,1,28,Full
46,High School,5268,1,8,24,Full
45,High School,105,0,5,27,Full
47,High School,102,0,9,28,Full
64,High School,116,0,1,46,Full
42,Masters,102,0,11,22,Full
50,Masters,99,0,15,28,Full
32,Bachelor,108,0,12,11,Full
44,Bachelor,111,0,4,27,Full
37,Masters,103,0,8,15,Full
46,Masters,4637,0,15,27,Full
50,Bachelor,103,0,12,30,Full
54,PhD,106,0,15,33,Full
35,High School,103,1,1,19,Full
44,High School,118,0,1,24,Full
60,High School,97,0,14,42,Full
49,High School,91,0,10,27,Full
46,Bachelor,6909,0,8,29,Full
52,Masters,5854,0,11,32,Full
26,Bachelor,838,0,5,7,Full
47,PhD,1306,0,10,27,Full
57,High School,3305,1,6,38,Full
30,High School,3621,0,1,11,Full
49,Masters,7558,0,12,27,Full
42,High School,109,0,1,22,Full
48,High School,106,0,1,29,Full
61,Masters,100,0,11,44,Full
44,Bachelor,100,0,8,26,Full
46,High School,101,0,9,30,Full
38,High School,3386,0,9,18,Full
38,Bachelor,94,1,14,19,Full
42,Bachelor,99,0,10,24,Full
46,Bachelor,95,0,10,27,Full
40,High School,102,0,9,22,Full
45,Masters,112,0,12,23,Full
42,Bachelor,104,0,9,22,Full
46,High School,100,0,8,27,Full
33,Bachelor,98,0,9,11,Full
42,High School,112,0,5,21,Full
36,High School,104,0,4,20,Full
51,PhD,96,0,11,35,Full
38,High School,101,0,9,16,Full
40,Masters,101,0,12,20,Full
63,Bachelor,97,1,8,42,Full
54,Bachelor,2818,0,9,33,Full
48,High School,100,0,8,29,Full
29,High School,97,0,11,9,Full
39,High School,2451,0,1,21,Full
51,Bachelor,2077,0,14,29,Full
59,Bachelor,708,0,10,38,Full
48,High School,104,0,9,28,Full
60,High School,3646,0,3,44,Full
47,Bachelor,17628,1,10,30,Full
29,High School,5530,0,1,10,Full
21,Bachelor,96,0,12,0,Ls
47,Bachelor,96,1,8,30,Full
51,Bachelor,4929,0,6,35,Full
55,High School,4112,0,1,38,Full
39,Masters,105,0,21,18,Full
36,High School,115,0,1,18,Full
55,Masters,4218,0,20,38,Full
53,High School,108,0,1,33,Full
41,High School,110,0,9,25,Full
50,High School,103,0,9,31,Full
24,High School,6124,1,6,8,Full
46,High School,6093,0,8,25,Full
42,Bachelor,531,0,10,22,Full
31,High School,96,0,7,15,Full
38,Masters,93,0,23,21,Full
47,Bachelor,117,0,7,30,Full
40,Bachelor,103,1,13,22,Full
43,High School,95,0,5,21,Full
50,High School,11193,1,10,30,Full
41,High School,3844,0,9,21,Full
54,High School,99,0,7,35,Full
50,Bachelor,103,0,7,31,Full
58,PhD,95,0,14,39,Full
42,High School,4570,0,1,21,Full
48,Bachelor,98,0,8,28,Full
46,High School,107,0,11,28,Full
46,Bachelor,4573,0,12,27,Full
44,Masters,101,0,14,27,Full
51,Bachelor,104,0,6,29,Full
43,High School,104,0,1,24,Full
50,Masters,108,0,13,31,Full
63,High School,4491,1,1,43,Full
40,High School,89,0,10,18,Full
44,High School,6961,0,8,28,Full
53,Bachelor,98,0,12,37,Full
33,Bachelor,90,0,8,11,Full
28,Masters,7882,0,15,11,Full
35,High School,4545,1,1,14,Full
50,Bachelor,101,0,13,31,Full
38,High School,3870,0,10,21,Full
23,High School,5440,1,1,2,P1
38,Bachelor,98,0,6,21,Full
70,Bachelor,91,0,8,48,Full
44,High School,94,0,1,25,Full
55,Bachelor,100,0,12,38,Full
34,High School,4652,0,5,17,Full
51,Masters,108,1,12,29,Full
44,High School,101,0,1,26,Full
43,High School,5209,0,1,26,Full
46,High School,6969,0,1,30,Full
46,High School,96,1,9,25,Full
38,Bachelor,96,0,13,17,Full
63,Masters,107,0,3,41,Full
48,High School,112,0,1,30,Full
42,Bachelor,102,0,14,22,Full
42,Bachelor,108,0,1,23,Full
48,High School,124,0,1,28,Full
50,Masters,108,0,13,31,Full
55,Masters,5413,1,17,37,Full
49,Masters,105,0,14,29,Full
42,High School,113,0,1,26,Full
50,Bachelor,104,0,11,33,Full
47,Masters,1546,0,16,25,Full
29,Bachelor,94,0,11,10,Full
39,High School,6457,1,11,19,Full
43,High School,101,0,1,24,Full
49,Masters,100,0,16,28,Full
55,Masters,2301,0,8,38,Full
31,Bachelor,100,1,5,13,Full
38,PhD,94,0,10,20,Full
39,High School,97,0,1,17,Full
45,Bachelor,111,0,9,29,Full
43,High School,1647,0,1,27,Full
34,Masters,98,1,17,16,Full
48,Masters,98,0,15,29,Full
48,Masters,97,0,15,27,Full
54,Bachelor,106,0,7,35,Full
45,Masters,96,0,10,26,Full
32,Masters,2457,0,21,13,Full
38,High School,115,0,1,21,Full
35,High School,5928,0,13,17,Full
48,Masters,3982,0,17,28,Full
50,Masters,100,0,15,32,Full
66,Bachelor,104,0,12,44,Full
48,PhD,108,0,3,32,Full
56,Masters,99,0,10,35,Full
25,Bachelor,95,1,10,6,Full
39,Bachelor,89,0,13,18,Full
43,High School,1119,0,1,22,Full
42,PhD,112,1,13,20,Full
40,High School,113,0,1,22,Full
45,Masters,102,0,13,26,Full
42,Bachelor,106,1,11,21,Full
47,Masters,4378,0,12,25,Full
46,High School,91,0,10,27,Full
62,High School,103,0,6,45,Full
