index,index,timeascustomer,driverage,insuranceaccess,insurancepremium,incidenttime,numvehiclesinvolved,numbodilyinjuries,policereportbool,totalclaimamount,vehicleage,driverexperience,educationlevel,accidenttype,incidentseverity,authoritiesinvolved,licencetype,drivergender,fraud
9006,5671,223,42,2000,1318,1,4,1,0,77584,19,24,JD,Parked Car,Major Loss,Police,Full,0.0,1
9007,2169,38,45,858,950,16,2,1,0,10000,9,28,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9008,5225,68,30,571,495,2,3,0,1,65503,0,12,Masters,Parked Car,Minor Damage,Police,Full,0.0,1
9009,4124,80,47,500,1330,4,1,1,0,9000,17,26,College,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
9010,5060,20,31,500,954,18,1,1,0,9000,20,12,Bachelor,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
9011,5188,70,37,500,1422,7,1,1,1,2000,17,15,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9012,772,261,41,2000,1265,6,3,2,0,50301,7,22,Bachelor,Parked Car,Major Loss,,Full,0.0,1
9013,3345,53,45,500,1219,20,1,0,1,3000,18,25,High School,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9014,1545,19,53,1000,1472,14,3,0,1,5086,15,31,High School,Vehicle Theft,Minor Loss,Ambulance,Full,0.0,1
9015,4907,88,43,500,1363,6,1,0,1,2000,8,23,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9016,5678,94,37,952,1200,16,1,1,1,7000,4,18,Bachelor,Multi-vehicle Collision,Total Loss,,Full,0.0,1
9017,4718,77,56,840,999,19,2,1,1,4000,12,39,PhD,Vehicle Theft,Minor Damage,Ambulance,Full,0.0,1
9018,3253,36,54,724,1383,6,2,1,1,6000,11,33,Masters,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
9019,440,165,36,975,954,21,3,0,0,69693,7,16,Bachelor,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
9020,697,60,23,1956,1461,8,1,2,0,50381,8,7,High School,Vehicle Theft,Total Loss,Police,Full,0.0,1
9021,6213,337,49,919,1627,10,2,1,0,59398,1,29,Bachelor,Parked Car,Major Loss,Police,Full,0.0,1
9022,5817,108,41,2000,1419,21,2,1,0,88345,6,24,Bachelor,Single Vehicle Collision,Total Loss,,P2,0.0,1
9023,1578,93,40,872,917,12,2,1,0,7000,5,20,Masters,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
9024,5206,38,56,1000,987,5,3,1,1,7000,10,37,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9025,409,134,32,2000,1411,4,1,1,0,5511,14,14,High School,Single Vehicle Collision,Minor Damage,,Full,0.0,1
9026,3053,99,44,1000,1610,20,3,1,1,8000,20,24,College,Single Vehicle Collision,Trivial Damage,,Full,0.0,1
9027,1788,95,34,903,1174,18,3,0,0,9000,7,17,High School,Parked Car,Major Damage,Ambulance,Full,0.0,1
9028,1566,96,55,960,1386,21,3,1,0,2000,17,35,MD,Single Vehicle Collision,Major Loss,Other,Full,0.0,1
9029,5466,107,57,1000,992,4,1,0,0,2000,7,40,PhD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9030,463,69,29,1421,843,8,3,1,0,32876,16,13,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
9031,5809,475,61,500,1266,23,1,0,0,64350,17,43,JD,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9032,631,191,35,500,1073,7,1,1,0,68265,6,15,High School,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9033,1339,55,38,2000,1229,4,3,0,1,8000,10,21,PhD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9034,5513,95,35,1036,1316,18,1,0,0,3000,19,15,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9035,3407,210,40,1038,1459,17,2,1,1,68476,11,23,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9036,3798,59,58,2000,1431,14,1,1,1,7000,19,36,Bachelor,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
9037,827,256,45,2000,1095,10,2,1,0,51609,6,29,Bachelor,Parked Car,Minor Damage,Other,Full,0.0,1
9038,6045,264,47,938,1234,9,1,1,0,2737,2,31,Bachelor,Vehicle Theft,Major Loss,Police,Full,0.0,1
9039,3498,57,32,849,1164,16,1,0,1,3000,9,14,PhD,Single Vehicle Collision,Total Loss,Fire,Full,0.0,1
9040,3573,52,26,2000,1353,7,1,0,1,7000,13,8,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9041,733,280,46,2000,1198,20,3,1,0,61023,4,27,College,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9042,5152,261,45,1091,1048,18,2,1,0,40070,8,24,Bachelor,Parked Car,Minor Loss,Ambulance,Full,0.0,1
9043,763,234,40,500,934,15,2,1,0,40763,15,21,MD,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
9044,3895,209,36,1000,1170,0,1,2,0,6151,1,20,College,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,1
9045,567,223,38,1789,685,11,1,2,1,87998,2,22,High School,Multi-vehicle Collision,Trivial Damage,Ambulance,Full,0.0,1
9046,3223,262,44,1066,1403,16,1,2,0,77628,4,27,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
9047,3503,96,45,604,907,18,3,1,0,10000,7,27,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9048,5344,324,48,1256,1112,9,2,2,0,98220,6,30,MD,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9049,1376,60,47,772,1048,18,3,1,1,6000,20,29,High School,Vehicle Theft,Minor Loss,Other,Full,0.0,1
9050,5088,104,36,1000,1545,4,1,0,0,4000,8,19,Associate,Single Vehicle Collision,Minor Damage,,Full,0.0,1
9051,5377,98,41,2000,1182,15,3,1,1,7000,5,21,High School,Parked Car,Minor Loss,Ambulance,Full,0.0,1
9052,4374,24,31,1000,1024,8,1,0,1,9000,12,11,MD,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
9053,2946,81,47,500,1456,3,2,1,0,6000,15,26,High School,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
9054,4415,139,32,1000,1665,8,1,1,1,4622,3,13,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9055,272,121,29,1894,1416,18,3,0,1,47913,18,13,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9056,3564,317,47,500,1305,16,1,2,0,76772,10,30,College,Parked Car,Major Loss,,Full,0.0,1
9057,641,131,31,920,1050,13,1,2,0,82117,17,13,PhD,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,1
9058,1662,25,36,2000,944,0,1,1,1,2000,20,17,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9059,1649,83,57,1841,1044,17,3,0,1,7000,9,40,Bachelor,Single Vehicle Collision,Major Loss,Other,Full,0.0,1
9060,4949,134,33,744,1108,16,2,1,0,77017,7,16,MD,Parked Car,Major Loss,Police,Full,0.0,1
9061,239,170,33,682,1394,3,3,1,0,80930,6,13,Bachelor,Single Vehicle Collision,Trivial Damage,Ambulance,Full,0.0,1
9062,4596,14,37,820,1209,7,2,0,1,9000,9,17,Bachelor,Parked Car,Minor Loss,Ambulance,Full,0.0,1
9063,259,291,45,2000,1148,21,4,2,0,71698,5,24,High School,Vehicle Theft,Total Loss,,Full,0.0,1
9064,2055,53,55,500,1139,4,1,1,1,2000,6,37,JD,Multi-vehicle Collision,Minor Damage,Other,Full,0.0,1
9065,354,302,45,500,1443,1,1,2,0,70265,13,27,High School,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9066,226,194,39,1888,1557,19,1,2,0,73614,13,19,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9067,263,279,43,2000,1278,13,1,0,0,57639,6,27,Bachelor,Multi-vehicle Collision,Major Loss,,Full,0.0,1
9068,1619,106,46,543,959,1,1,0,1,7000,13,26,Masters,Multi-vehicle Collision,Minor Damage,Other,Full,0.0,1
9069,4785,267,45,1167,1043,19,3,1,1,89420,14,23,High School,Multi-vehicle Collision,Trivial Damage,,Full,0.0,1
9070,2544,38,40,1000,980,7,2,1,0,8000,14,19,Bachelor,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
9071,1248,96,29,500,1024,19,3,1,0,6789,13,8,High School,Parked Car,Minor Damage,,Full,0.0,1
9072,893,119,31,1000,1163,15,3,1,0,64284,13,13,MD,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9073,3486,114,33,2000,1304,6,1,0,1,6000,10,16,High School,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9074,5098,103,38,1000,1577,5,1,0,0,4000,11,21,Masters,Single Vehicle Collision,Minor Loss,,Full,0.0,1
9075,5902,85,30,2000,1028,5,4,1,0,77121,15,13,Bachelor,Vehicle Theft,Trivial Damage,Police,Full,0.0,1
9076,3463,65,53,500,1044,15,2,1,0,3000,11,34,Bachelor,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
9077,1067,37,42,2000,1208,3,1,1,1,8000,3,26,PhD,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
9078,5611,103,27,1000,1570,15,3,0,0,3000,19,6,High School,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,1
9079,4557,111,27,559,1350,12,1,2,0,90974,7,11,JD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9080,520,192,35,2000,855,10,3,1,0,50541,4,13,Masters,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9081,4049,94,29,779,1100,10,1,1,0,1000,5,12,High School,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9082,1654,44,44,526,1576,12,1,1,0,9000,12,23,Masters,Multi-vehicle Collision,Total Loss,,Full,0.0,1
9083,606,262,43,2000,1431,3,3,2,0,63977,5,26,Masters,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
9084,4184,84,37,500,920,16,3,1,0,10000,9,17,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
9085,3555,75,39,500,1339,7,2,1,1,8000,9,20,Associate,Parked Car,Major Damage,Police,Full,0.0,1
9086,3472,203,41,946,1467,16,2,1,1,67885,11,23,JD,Single Vehicle Collision,Total Loss,Fire,Full,0.0,1
9087,5934,194,34,966,858,10,1,2,0,55962,6,13,MD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9088,3632,103,32,1806,1406,20,3,0,0,62840,16,10,High School,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9089,5177,75,42,607,1059,19,3,1,1,3017,4,25,Masters,Single Vehicle Collision,Total Loss,Other,P1,0.0,1
9090,789,190,38,500,1244,10,2,2,1,71500,7,20,College,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9091,214,82,26,595,1021,13,3,1,0,73988,11,10,Bachelor,Multi-vehicle Collision,Major Loss,Fire,Full,0.0,1
9092,3304,34,42,1000,955,8,2,1,0,8000,12,23,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9093,2212,168,34,1785,1424,19,3,2,0,44785,10,16,High School,Vehicle Theft,Major Loss,Fire,Full,0.0,1
9094,5593,25,38,2000,1262,15,4,1,1,3000,1,20,High School,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
9095,5330,60,50,500,1222,7,3,1,1,4000,13,28,High School,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
9096,4718,258,40,1000,1125,15,3,1,1,49405,2,19,High School,Multi-vehicle Collision,Minor Loss,Other,Full,0.0,1
9097,5770,257,40,824,958,12,2,2,0,56373,11,19,Masters,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
9098,5703,221,42,851,1686,16,3,2,1,68419,11,24,Bachelor,Parked Car,Total Loss,Police,Full,0.0,1
9099,1803,86,55,500,1664,21,1,1,1,9000,1,34,Associate,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,1
9100,379,150,34,1000,1145,9,1,1,1,57941,10,14,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9101,691,385,55,673,941,22,3,1,0,68560,8,34,PhD,Multi-vehicle Collision,Total Loss,,Full,0.0,1
9102,874,244,39,1534,1192,9,2,2,0,49607,13,20,MD,Multi-vehicle Collision,Total Loss,,Full,0.0,1
9103,3421,41,31,2000,911,0,1,1,0,4000,15,13,High School,Single Vehicle Collision,Major Loss,Fire,Full,0.0,1
9104,518,175,35,1604,1391,16,2,1,0,44706,10,17,PhD,Multi-vehicle Collision,Minor Damage,Fire,Full,0.0,1
9105,760,282,43,1541,1002,20,3,1,1,35689,13,26,College,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9106,4395,186,40,2000,1097,7,2,0,0,64212,7,20,MD,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9107,4158,66,39,500,1174,10,2,0,0,1000,2,21,Bachelor,Single Vehicle Collision,Total Loss,,Full,0.0,1
9108,2113,29,33,2000,1322,5,2,1,1,7000,17,12,MD,Vehicle Theft,Minor Loss,Ambulance,Full,0.0,1
9109,5619,144,48,2000,1031,7,1,1,0,6682,11,32,PhD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9110,4012,100,32,735,1142,9,1,1,1,1000,6,14,MD,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
9111,3002,101,53,500,998,22,3,0,1,2000,17,31,MD,Single Vehicle Collision,Major Loss,,Full,0.0,1
9112,5233,63,52,500,1436,6,1,1,1,8000,4,32,Masters,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
9113,6095,222,42,500,1593,16,3,2,1,68711,11,25,High School,Parked Car,Minor Loss,Fire,Full,0.0,1
9114,5562,438,60,979,1037,1,3,2,0,80895,10,41,High School,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,1
9115,6186,45,50,748,1013,15,1,0,1,5000,13,28,Bachelor,Single Vehicle Collision,Trivial Damage,,Full,0.0,1
9116,3837,258,43,500,1457,7,2,2,0,77390,6,26,PhD,Single Vehicle Collision,Total Loss,,Full,0.0,1
9117,6121,84,35,916,1273,14,1,0,1,8000,9,17,College,Multi-vehicle Collision,Minor Loss,,Full,0.0,1
9118,4423,68,35,1000,1415,18,3,1,0,5000,17,14,JD,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9119,76,252,39,508,1355,6,3,2,0,82324,20,22,Bachelor,Single Vehicle Collision,Total Loss,Police,Full,0.0,1
9120,363,17,20,1054,1200,6,1,0,0,48887,5,3,Bachelor,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9121,5120,254,42,796,1560,7,1,2,0,63492,15,24,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9122,4149,22,30,938,1440,21,3,1,0,3000,18,12,High School,Multi-vehicle Collision,Total Loss,,Full,0.0,1
9123,3828,243,42,943,1070,5,3,2,0,97355,8,25,Bachelor,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
9124,311,334,48,727,978,15,1,1,0,72291,8,30,Masters,Parked Car,Minor Loss,Ambulance,Full,0.0,1
9125,2285,189,36,1000,979,10,3,2,1,74286,11,16,Bachelor,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
9126,6176,53,52,1000,1241,10,3,0,0,6000,2,33,College,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9127,3967,49,32,760,1345,9,1,0,1,7000,3,11,MD,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
9128,678,81,25,500,1276,12,1,0,1,85555,9,4,Bachelor,Single Vehicle Collision,Major Loss,Police,Full,0.0,1
9129,1543,177,35,1240,1040,11,2,2,1,35267,14,14,Masters,Multi-vehicle Collision,Major Damage,Ambulance,Full,0.0,1
9130,3517,54,56,1000,1357,23,1,0,1,10000,15,36,Bachelor,Single Vehicle Collision,Total Loss,,Full,0.0,1
9131,4503,51,30,1000,1118,5,1,0,1,9019,12,10,JD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9132,581,246,40,500,1854,10,1,0,0,43221,18,22,High School,Parked Car,Major Damage,Police,Full,0.0,1
9133,4422,72,56,2000,1084,15,1,1,0,10000,11,38,High School,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
9134,6180,279,46,500,1366,16,4,0,0,60259,9,25,Associate,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
9135,5428,239,45,2000,1395,3,3,1,1,63657,10,28,PhD,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
9136,6103,223,42,500,1542,15,3,2,1,68750,11,25,MD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9137,5795,262,49,2000,1199,14,1,1,1,5290,14,30,MD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9138,4828,138,29,961,1023,21,2,2,0,85177,6,9,College,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,1
9139,3687,78,36,500,1488,10,2,0,1,6811,7,17,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9140,229,139,32,2000,916,1,1,1,0,59478,10,15,High School,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9141,3599,81,49,1000,1267,23,2,0,1,10000,12,30,Bachelor,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
9142,940,235,42,500,979,11,1,2,0,76931,2,21,College,Vehicle Theft,Major Loss,Fire,Full,0.0,1
9143,6192,92,49,1000,1349,17,1,1,0,10000,12,30,Associate,Single Vehicle Collision,Minor Loss,,Full,0.0,1
9144,5848,35,49,1000,1606,7,1,1,0,3000,16,30,High School,Multi-vehicle Collision,Trivial Damage,Fire,Full,0.0,1
9145,682,238,43,994,1529,21,4,0,0,42707,20,23,PhD,Vehicle Theft,Minor Loss,Police,Full,0.0,1
9146,1406,43,47,1000,1025,10,3,1,0,9561,5,28,Bachelor,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
9147,5480,77,30,844,1473,16,2,0,0,3000,18,10,MD,Vehicle Theft,Total Loss,Police,Full,0.0,1
9148,6470,102,32,837,1229,5,1,1,0,4456,15,11,MD,Single Vehicle Collision,Major Damage,Police,Full,0.0,1
9149,3770,110,38,953,862,14,1,1,0,3000,2,16,High School,Single Vehicle Collision,Minor Loss,Other,Full,0.0,1
9150,4787,35,53,1000,1377,6,3,0,1,9002,11,32,Masters,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
9151,5780,97,57,1000,1275,12,2,1,0,6000,1,41,College,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
9152,5043,247,41,1364,1477,6,2,1,0,60502,2,23,High School,Multi-vehicle Collision,Major Loss,Other,Full,0.0,1
9153,598,77,25,2000,1338,10,2,1,0,50229,9,8,High School,Vehicle Theft,Major Loss,Police,Full,0.0,1
9154,4374,12,29,1000,1427,4,1,0,0,9000,6,7,High School,Multi-vehicle Collision,Minor Damage,Other,Full,0.0,1
9155,444,221,39,1190,1387,16,1,2,0,66657,5,18,High School,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9156,5361,80,53,768,1121,14,2,1,1,4000,15,34,Bachelor,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
9157,74,225,42,1722,1232,9,1,0,1,46598,11,22,College,Single Vehicle Collision,Total Loss,Other,Full,0.0,1
9158,2086,102,42,1000,1581,9,1,1,1,5000,16,24,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9159,4730,68,30,581,1381,13,1,0,1,10000,11,13,PhD,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9160,3781,325,48,500,1439,16,1,2,0,59536,3,29,JD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9161,4261,234,42,1529,1270,8,2,0,0,68125,8,23,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9162,135,91,33,2000,1264,11,1,2,0,70748,6,14,Associate,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9163,5129,55,29,1000,1046,7,1,1,0,6000,5,10,High School,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9164,560,123,30,845,1109,12,1,2,0,82068,15,13,Bachelor,Vehicle Theft,Major Loss,Ambulance,Full,0.0,1
9165,6020,83,44,1428,943,5,2,0,0,2000,6,26,PhD,Parked Car,Minor Loss,Ambulance,Full,0.0,1
9166,3403,34,38,2000,1347,8,1,1,1,10000,14,20,Masters,Vehicle Theft,Total Loss,,Full,0.0,1
9167,5351,133,46,2000,977,9,1,1,1,6109,5,30,Bachelor,Single Vehicle Collision,Major Damage,Ambulance,Full,0.0,1
9168,5754,116,52,2000,957,13,1,1,1,8000,10,33,MD,Parked Car,Major Damage,Police,Full,0.0,1
9169,5089,100,56,500,1323,6,3,1,1,8000,4,39,MD,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
9170,529,64,23,1029,1108,14,1,1,1,52409,10,1,MD,Parked Car,Minor Loss,Ambulance,Full,0.0,1
9171,3261,55,46,500,1219,6,1,1,1,3000,16,27,Associate,Parked Car,Major Loss,Police,Full,0.0,1
9172,1823,46,50,701,1425,10,2,1,1,1000,15,29,Masters,Multi-vehicle Collision,Major Damage,,Full,0.0,1
9173,918,280,44,788,1219,21,3,0,1,52917,8,25,MD,Multi-vehicle Collision,Minor Loss,Police,Full,0.0,1
9174,5510,77,51,500,1489,16,2,0,1,1000,4,33,PhD,Single Vehicle Collision,Major Loss,Fire,Full,0.0,1
9175,5705,98,40,500,1192,3,1,0,0,10000,11,22,Bachelor,Parked Car,Total Loss,Police,Full,0.0,1
9176,502,110,30,2000,1689,8,1,2,1,79590,5,12,JD,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9177,74,371,50,2000,1245,17,2,0,1,63491,12,32,High School,Multi-vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9178,6331,177,39,772,1423,10,2,1,0,77954,7,20,MD,Single Vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9179,5692,190,37,1695,1338,12,2,0,0,60509,5,19,Associate,Multi-vehicle Collision,Total Loss,,Full,0.0,1
9180,3347,184,41,500,1039,5,1,1,0,8524,8,22,Bachelor,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
9181,3435,112,48,957,1172,10,3,0,1,2000,6,26,High School,Single Vehicle Collision,Major Damage,Fire,Full,0.0,1
9182,5573,58,35,857,1150,6,3,1,1,6000,14,19,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9183,3602,12,52,2000,1006,20,3,0,1,5000,8,35,Bachelor,Multi-vehicle Collision,Total Loss,,Full,0.0,1
9184,410,349,52,1310,1481,11,1,0,1,58014,15,32,JD,Multi-vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9185,3821,249,41,695,1379,17,1,2,0,59962,2,22,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9186,1707,88,43,792,1108,4,2,1,1,7000,7,25,High School,Single Vehicle Collision,Major Damage,Other,Full,0.0,1
9187,3783,77,37,500,1126,16,2,1,0,10000,10,20,College,Multi-vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9188,4173,78,55,500,1544,16,2,1,1,3000,6,35,Associate,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
9189,3790,205,39,1849,1274,13,3,1,0,64638,11,22,Associate,Multi-vehicle Collision,Total Loss,Fire,Full,0.0,1
9190,4443,153,32,1310,1122,20,2,2,0,85364,10,13,Masters,Multi-vehicle Collision,Major Loss,Police,Full,0.0,1
9191,1219,21,41,2000,1213,12,1,1,1,7336,4,22,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,Full,0.0,1
9192,735,179,35,833,1005,9,2,2,0,81859,16,17,Bachelor,Single Vehicle Collision,Major Loss,Other,Full,0.0,1
9193,6222,73,54,2000,1058,4,1,0,1,5000,11,33,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9194,1070,52,24,2000,1352,5,2,0,1,5968,11,6,High School,Multi-vehicle Collision,Minor Damage,Police,Full,0.0,1
9195,5794,73,38,500,1500,12,3,1,1,10000,15,17,Bachelor,Multi-vehicle Collision,Major Loss,,Full,0.0,1
9196,4487,98,34,500,987,19,2,1,1,1000,8,14,Associate,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9197,2165,63,51,512,1413,5,1,1,1,8000,4,32,JD,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9198,6224,94,44,1103,1043,12,1,1,1,2000,15,25,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9199,3889,110,33,605,1617,4,1,1,0,6684,8,11,Masters,Multi-vehicle Collision,Minor Loss,Fire,Full,0.0,1
9200,289,257,41,1772,1305,9,3,2,1,80815,3,19,High School,Single Vehicle Collision,Major Loss,Fire,Full,0.0,1
9201,4448,71,57,2000,1060,16,1,1,0,10000,12,38,College,Single Vehicle Collision,Minor Loss,Ambulance,Full,0.0,1
9202,2037,65,57,500,1246,5,1,1,1,2000,9,40,High School,Single Vehicle Collision,Minor Loss,Fire,Full,0.0,1
9203,5767,106,61,1000,986,13,2,0,0,2000,12,44,PhD,Vehicle Theft,Total Loss,Ambulance,Full,0.0,1
9204,1222,39,32,500,1059,22,3,1,1,5925,18,11,JD,Parked Car,Trivial Damage,Police,Full,0.0,1
9205,3479,220,38,1000,923,2,1,1,0,74221,13,19,Masters,Multi-vehicle Collision,Total Loss,Other,Full,0.0,1
9206,416,215,39,500,1629,8,2,1,0,55156,18,20,MD,Multi-vehicle Collision,Minor Damage,,Full,0.0,1
9207,2421,61,49,500,1363,8,1,1,1,8000,8,30,Masters,Multi-vehicle Collision,Minor Damage,Ambulance,Full,0.0,1
9208,2660,36,36,500,1570,1,2,1,0,8000,13,17,MD,Single Vehicle Collision,Minor Loss,Police,Full,0.0,1
9209,274,166,35,2000,1412,3,4,1,1,64540,2,15,Bachelor,Single Vehicle Collision,Trivial Damage,Other,Full,0.0,1
9210,262,134,34,1000,1008,16,3,0,1,60748,7,16,MD,Single Vehicle Collision,Major Loss,,Full,0.0,1
9211,6120,82,43,2000,1334,3,1,1,1,9000,14,24,High School,Multi-vehicle Collision,Minor Damage,,Full,0.0,1
9212,803,422,56,558,1848,9,1,2,0,92513,11,40,High School,Parked Car,Major Damage,Ambulance,Full,0.0,1
9213,170,124,31,1464,1260,8,2,1,1,66947,5,10,High School,Multi-vehicle Collision,Major Loss,Ambulance,P2,0.0,1
9214,3868,50,47,2000,1336,14,1,1,1,7000,19,26,High School,Multi-vehicle Collision,Major Damage,,Full,0.0,1
9215,969,220,40,634,1050,10,2,2,0,76735,5,18,Associate,Single Vehicle Collision,Major Loss,Ambulance,Full,0.0,1
9216,882,192,36,1000,1334,7,2,1,0,76164,19,16,High School,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9217,5769,97,36,500,1168,3,1,0,0,10000,10,16,Bachelor,Multi-vehicle Collision,Total Loss,Police,Full,0.0,1
9218,5456,255,39,502,1453,17,3,0,0,29303,5,21,JD,Multi-vehicle Collision,Major Damage,Police,Full,0.0,1
