accidentType,authoritiesInvolved,driverAge,driverExperience,driverGender,educationLevel,incidentSeverity,incidentTime,index,insuranceAccess,insurancePremium,licenceType,numBodilyInjuries,numVehiclesInvolved,policeReportBool,timeAsCustomer,totalClaimAmount,vehicleAge,fraud
Single Vehicle Collision,Fire,38.0,16.0,1.0,MD,Minor Damage,21.0,148.0,500.0,1355.0,Full,1.0,1.0,0.0,209.0,47300.0,1.0,0
Single Vehicle Collision,,57.0,35.0,,Bachelor,Total Loss,1.0,1311.0,2000.0,1480.0,Full,0.0,1.0,-0.0,32.0,5000.0,9.0,0
Single Vehicle Collision,Other,32.0,12.0,-0.0,High School,Minor Damage,12.0,63.0,1000.0,994.0,Full,0.0,1.0,1.0,119.0,56300.0,4.0,0
Vehicle Theft,,56.0,36.0,,High School,Minor Loss,20.0,2085.0,2000.0,1012.0,Full,1.0,1.0,1.0,100.0,9000.0,6.0,0
Vehicle Theft,Police,28.0,11.0,0.0,High School,Minor Damage,8.0,637.0,2000.0,1609.0,Full,2.0,1.0,1.0,106.0,5490.0,16.0,0
Parked Car,Other,52.0,34.0,,High School,Minor Loss,9.0,1150.0,500.0,1583.0,Full,1.0,1.0,1.0,10.0,7000.0,10.0,0
Single Vehicle Collision,Fire,34.0,12.0,1.0,College,Major Damage,7.0,789.0,500.0,1299.0,Full,2.0,1.0,1.0,119.0,45540.0,17.0,0
Single Vehicle Collision,Fire,32.0,13.0,1.0,MD,Total Loss,2.0,88.0,500.0,1612.0,Full,2.0,1.0,1.0,134.0,64240.0,-0.0,0
Vehicle Theft,Police,29.0,13.0,1.0,JD,Minor Damage,9.0,160.0,500.0,1203.0,Full,2.0,1.0,0.0,136.0,6200.0,16.0,1
Vehicle Theft,,62.0,42.0,,High School,Minor Loss,14.0,1897.0,500.0,1590.0,Full,1.0,1.0,1.0,115.0,3000.0,7.0,1
Multi-vehicle Collision,Police,48.0,29.0,,College,Major Loss,10.0,1746.0,1000.0,1647.0,Full,1.0,3.0,1.0,60.0,8000.0,11.0,0
Single Vehicle Collision,Other,37.0,21.0,1.0,MD,Minor Damage,2.0,230.0,1000.0,2048.0,Full,0.0,1.0,0.0,154.0,79530.0,15.0,0
Single Vehicle Collision,Police,33.0,11.0,,Bachelor,Major Loss,23.0,1051.0,1000.0,981.0,Full,1.0,1.0,0.0,72.0,1000.0,16.0,0
Multi-vehicle Collision,Fire,27.0,10.0,-0.0,College,Minor Damage,14.0,787.0,2000.0,1174.0,Full,-0.0,4.0,0.0,85.0,59070.0,3.0,0
Multi-vehicle Collision,,54.0,35.0,,Bachelor,Major Loss,14.0,1199.0,500.0,935.0,Full,1.0,3.0,1.0,7.0,2000.0,14.0,0
Single Vehicle Collision,Fire,43.0,23.0,1.0,MD,Total Loss,11.0,356.0,500.0,1203.0,Full,0.0,1.0,0.0,256.0,63250.0,18.0,0
Single Vehicle Collision,Ambulance,46.0,24.0,,Bachelor,Total Loss,5.0,1253.0,500.0,1128.0,Full,-0.0,1.0,1.0,97.0,3000.0,-0.0,0
Single Vehicle Collision,,30.0,12.0,,MD,Minor Loss,3.0,1129.0,1000.0,937.0,Full,1.0,1.0,-0.0,67.0,9000.0,9.0,1
Single Vehicle Collision,Police,29.0,10.0,,Bachelor,Minor Loss,3.0,2523.0,2000.0,1599.0,Full,1.0,1.0,1.0,110.0,2000.0,2.0,0
Multi-vehicle Collision,Police,50.0,28.0,,Bachelor,Major Loss,6.0,2256.0,500.0,1242.0,Full,1.0,3.0,1.0,61.0,4000.0,14.0,0
Single Vehicle Collision,Police,41.0,23.0,1.0,College,Minor Damage,23.0,101.0,500.0,1464.0,Full,-0.0,1.0,0.0,269.0,79300.0,8.0,0
Multi-vehicle Collision,Ambulance,55.0,39.0,,Bachelor,Total Loss,18.0,2519.0,1000.0,1336.0,Full,1.0,3.0,1.0,19.0,8000.0,19.0,0
Multi-vehicle Collision,,54.0,35.0,,Bachelor,Total Loss,18.0,1900.0,500.0,1015.0,Full,1.0,3.0,1.0,17.0,10000.0,8.0,0
Multi-vehicle Collision,Police,47.0,31.0,,Bachelor,Total Loss,14.0,2377.0,2000.0,1503.0,Full,-0.0,3.0,1.0,51.0,10000.0,9.0,0
Multi-vehicle Collision,,53.0,33.0,,College,Minor Loss,1.0,1096.0,500.0,966.0,Full,-0.0,3.0,1.0,86.0,3000.0,9.0,0
Vehicle Theft,Police,26.0,6.0,1.0,JD,Trivial Damage,12.0,526.0,1000.0,1383.0,Full,1.0,1.0,0.0,41.0,6890.0,18.0,0
Multi-vehicle Collision,Police,61.0,42.0,1.0,High School,Minor Damage,1.0,780.0,1000.0,1037.0,Full,2.0,3.0,0.0,446.0,80880.0,10.0,0
Multi-vehicle Collision,Ambulance,33.0,14.0,,Bachelor,Minor Loss,8.0,1586.0,1000.0,1550.0,Full,1.0,3.0,1.0,37.0,2000.0,1.0,0
Vehicle Theft,Police,57.0,36.0,1.0,High School,Trivial Damage,9.0,266.0,500.0,1401.0,Full,1.0,1.0,-0.0,394.0,6890.0,16.0,0
Multi-vehicle Collision,Police,63.0,44.0,,Bachelor,Total Loss,6.0,1100.0,2000.0,1560.0,Full,1.0,3.0,1.0,60.0,2000.0,10.0,0
Multi-vehicle Collision,Fire,48.0,29.0,-0.0,PhD,Total Loss,17.0,392.0,1000.0,1465.0,Full,-0.0,3.0,-0.0,297.0,51480.0,2.0,0
Multi-vehicle Collision,Police,48.0,27.0,1.0,JD,Major Damage,11.0,931.0,500.0,1516.0,Full,0.0,4.0,0.0,310.0,59400.0,19.0,0
Multi-vehicle Collision,Police,57.0,37.0,0.0,College,Major Damage,19.0,762.0,1000.0,996.0,Full,0.0,3.0,0.0,440.0,68200.0,8.0,0
Single Vehicle Collision,Other,46.0,28.0,0.0,MD,Minor Damage,13.0,176.0,2000.0,898.0,Full,1.0,1.0,1.0,324.0,79600.0,4.0,1
Multi-vehicle Collision,Ambulance,40.0,21.0,0.0,College,Total Loss,0.0,292.0,2000.0,782.0,Full,0.0,3.0,0.0,59.0,51570.0,5.0,1
Parked Car,Ambulance,45.0,24.0,,College,Major Loss,15.0,2156.0,500.0,1320.0,Full,1.0,1.0,1.0,92.0,2000.0,20.0,0
Multi-vehicle Collision,Police,43.0,24.0,0.0,JD,Major Damage,16.0,907.0,1000.0,1518.0,Full,2.0,3.0,1.0,225.0,64400.0,4.0,0
Multi-vehicle Collision,Ambulance,38.0,21.0,1.0,JD,Minor Damage,1.0,808.0,2000.0,1347.0,Full,2.0,3.0,-0.0,186.0,73800.0,20.0,0
Vehicle Theft,Police,55.0,39.0,,Masters,Major Loss,11.0,1474.0,2000.0,1121.0,Full,1.0,1.0,0.0,86.0,5000.0,-0.0,0
Single Vehicle Collision,Ambulance,43.0,27.0,1.0,Associate,Major Damage,16.0,592.0,500.0,1320.0,Full,2.0,1.0,0.0,43.0,79970.0,19.0,1
Multi-vehicle Collision,,61.0,40.0,,Masters,Total Loss,9.0,1060.0,500.0,1251.0,Full,1.0,3.0,1.0,97.0,1000.0,4.0,0
Single Vehicle Collision,,37.0,21.0,,College,Minor Loss,12.0,2281.0,1000.0,1187.0,Full,0.0,1.0,1.0,8.0,1000.0,5.0,0
Single Vehicle Collision,Police,48.0,31.0,1.0,College,Minor Damage,9.0,911.0,2000.0,1102.0,Full,1.0,1.0,1.0,285.0,33480.0,3.0,0
Single Vehicle Collision,Fire,21.0,3.0,1.0,Masters,Minor Damage,14.0,482.0,1000.0,1390.0,P2,-0.0,1.0,-0.0,20.0,62900.0,9.0,0
Parked Car,Ambulance,64.0,44.0,,High School,Total Loss,22.0,1566.0,500.0,1073.0,Full,1.0,1.0,1.0,70.0,2000.0,1.0,0
Multi-vehicle Collision,,42.0,21.0,,Bachelor,Major Loss,17.0,1228.0,1000.0,1284.0,Full,1.0,3.0,0.0,34.0,7000.0,8.0,0
Multi-vehicle Collision,Ambulance,53.0,33.0,,Bachelor,Total Loss,12.0,1054.0,2000.0,1052.0,Full,-0.0,3.0,1.0,97.0,10000.0,9.0,0
Single Vehicle Collision,Fire,43.0,23.0,1.0,MD,Total Loss,11.0,356.0,500.0,1203.0,Full,-0.0,1.0,-0.0,256.0,63250.0,18.0,1
Multi-vehicle Collision,Police,42.0,25.0,,MD,Major Loss,15.0,1737.0,2000.0,1311.0,Full,1.0,4.0,1.0,109.0,3000.0,8.0,0
Single Vehicle Collision,Ambulance,44.0,24.0,,Masters,Major Loss,15.0,2476.0,1000.0,882.0,Full,0.0,1.0,1.0,58.0,7000.0,2.0,0
Multi-vehicle Collision,,50.0,31.0,,High School,Major Loss,16.0,1541.0,2000.0,851.0,Full,1.0,3.0,1.0,39.0,2000.0,8.0,0
Single Vehicle Collision,Police,57.0,40.0,1.0,MD,Minor Damage,14.0,621.0,500.0,1119.0,Full,-0.0,1.0,0.0,438.0,40700.0,15.0,0
Multi-vehicle Collision,Police,28.0,10.0,-0.0,High School,Minor Damage,14.0,775.0,1000.0,1320.0,Full,1.0,4.0,1.0,70.0,31680.0,9.0,0
Single Vehicle Collision,Ambulance,27.0,8.0,,High School,Total Loss,3.0,1387.0,1000.0,1548.0,Full,-0.0,1.0,1.0,50.0,10000.0,20.0,0
Multi-vehicle Collision,Ambulance,41.0,24.0,,Bachelor,Total Loss,6.0,1965.0,2000.0,1130.0,Full,1.0,3.0,1.0,15.0,8000.0,9.0,0
Multi-vehicle Collision,Ambulance,37.0,19.0,-0.0,Associate,Major Damage,15.0,269.0,500.0,1080.0,Full,-0.0,3.0,0.0,156.0,41490.0,14.0,0
Multi-vehicle Collision,,57.0,39.0,,MD,Minor Loss,6.0,1055.0,2000.0,1306.0,Full,-0.0,4.0,1.0,56.0,4000.0,14.0,0
Vehicle Theft,Ambulance,25.0,8.0,,MD,Total Loss,19.0,1851.0,2000.0,1044.0,Full,1.0,1.0,-0.0,13.0,1000.0,5.0,0
Single Vehicle Collision,Other,49.0,30.0,,High School,Total Loss,7.0,2354.0,500.0,1152.0,Full,1.0,1.0,1.0,46.0,3000.0,15.0,0
Single Vehicle Collision,Ambulance,40.0,24.0,,Masters,Major Loss,15.0,1367.0,500.0,1220.0,Full,1.0,1.0,1.0,23.0,6000.0,7.0,1
Multi-vehicle Collision,Fire,50.0,33.0,0.0,Masters,Major Damage,1.0,627.0,2000.0,836.0,Full,1.0,4.0,0.0,303.0,72840.0,5.0,1
Single Vehicle Collision,Ambulance,53.0,37.0,,Bachelor,Minor Loss,21.0,1974.0,500.0,933.0,Full,1.0,1.0,1.0,44.0,9000.0,6.0,0
Single Vehicle Collision,Police,26.0,10.0,0.0,JD,Minor Damage,11.0,184.0,500.0,1383.0,Full,1.0,1.0,1.0,86.0,81840.0,4.0,0
Single Vehicle Collision,,28.0,9.0,,Masters,Major Loss,17.0,1603.0,2000.0,1206.0,Full,-0.0,1.0,1.0,44.0,1000.0,5.0,0
Multi-vehicle Collision,Ambulance,33.0,14.0,1.0,College,Total Loss,14.0,774.0,2000.0,1124.0,Full,-0.0,3.0,1.0,174.0,44200.0,20.0,0
Multi-vehicle Collision,Other,47.0,26.0,1.0,High School,Total Loss,20.0,630.0,2000.0,1133.0,Full,-0.0,2.0,1.0,330.0,60500.0,16.0,0
Single Vehicle Collision,Fire,30.0,10.0,1.0,High School,Major Damage,19.0,250.0,2000.0,1026.0,Full,1.0,1.0,1.0,94.0,64100.0,14.0,1
Single Vehicle Collision,Police,57.0,36.0,,Bachelor,Total Loss,2.0,2319.0,2000.0,1665.0,Full,1.0,1.0,1.0,21.0,3000.0,4.0,0
Single Vehicle Collision,Ambulance,42.0,22.0,,High School,Minor Loss,9.0,1858.0,1000.0,947.0,Full,-0.0,1.0,1.0,113.0,9000.0,13.0,0
Single Vehicle Collision,,60.0,39.0,,College,Minor Loss,4.0,1349.0,2000.0,1357.0,Full,1.0,1.0,-0.0,77.0,9000.0,15.0,0
Multi-vehicle Collision,Police,26.0,10.0,,High School,Major Loss,19.0,1859.0,500.0,1316.0,Full,-0.0,3.0,1.0,64.0,2000.0,5.0,0
Single Vehicle Collision,Police,38.0,21.0,,High School,Major Loss,14.0,1957.0,2000.0,1551.0,Full,1.0,1.0,1.0,74.0,10000.0,16.0,0
Multi-vehicle Collision,Fire,45.0,25.0,1.0,High School,Minor Damage,11.0,679.0,500.0,948.0,Full,-0.0,3.0,0.0,276.0,69300.0,5.0,0
Multi-vehicle Collision,Fire,53.0,31.0,1.0,High School,Minor Damage,17.0,908.0,2000.0,912.0,Full,1.0,3.0,0.0,425.0,97080.0,10.0,0
Parked Car,,31.0,13.0,0.0,JD,Trivial Damage,4.0,678.0,500.0,1221.0,Full,1.0,1.0,0.0,125.0,4320.0,12.0,0
Multi-vehicle Collision,Ambulance,50.0,30.0,,Bachelor,Minor Loss,2.0,1091.0,1000.0,1114.0,Full,1.0,3.0,1.0,30.0,7000.0,13.0,0
Multi-vehicle Collision,Ambulance,41.0,25.0,0.0,JD,Minor Damage,0.0,519.0,2000.0,1801.0,Full,1.0,3.0,0.0,196.0,47800.0,6.0,0
Vehicle Theft,Police,55.0,38.0,0.0,High School,Trivial Damage,7.0,970.0,500.0,862.0,Full,2.0,1.0,0.0,398.0,6600.0,3.0,0
Multi-vehicle Collision,Ambulance,52.0,36.0,,High School,Minor Loss,17.0,2467.0,1000.0,1071.0,Full,0.0,3.0,1.0,105.0,2000.0,16.0,0
Parked Car,,26.0,6.0,,High School,Total Loss,5.0,2072.0,2000.0,1652.0,Full,1.0,1.0,1.0,9.0,9000.0,-0.0,0
Single Vehicle Collision,,33.0,12.0,,High School,Minor Loss,23.0,2473.0,1000.0,887.0,Full,1.0,1.0,0.0,100.0,3000.0,9.0,0
Single Vehicle Collision,Police,28.0,8.0,,College,Total Loss,2.0,1628.0,500.0,1060.0,Full,1.0,1.0,1.0,94.0,4000.0,8.0,0
Single Vehicle Collision,Other,34.0,15.0,1.0,JD,Major Damage,14.0,306.0,500.0,915.0,Full,2.0,1.0,1.0,175.0,36720.0,6.0,0
Multi-vehicle Collision,Fire,31.0,15.0,1.0,MD,Total Loss,21.0,748.0,500.0,1970.0,Full,1.0,3.0,1.0,37.0,76450.0,20.0,0
Multi-vehicle Collision,Ambulance,31.0,9.0,0.0,High School,Minor Damage,6.0,81.0,2000.0,1340.0,Full,1.0,3.0,-0.0,137.0,50800.0,10.0,1
Vehicle Theft,,38.0,16.0,0.0,College,Trivial Damage,0.0,675.0,1000.0,1541.0,Full,1.0,1.0,1.0,25.0,4320.0,20.0,0
Multi-vehicle Collision,Ambulance,25.0,9.0,1.0,Masters,Total Loss,0.0,815.0,2000.0,1143.0,Full,0.0,3.0,1.0,57.0,72900.0,5.0,0
Single Vehicle Collision,Police,60.0,38.0,,High School,Minor Loss,2.0,1216.0,500.0,935.0,Full,1.0,1.0,-0.0,21.0,7000.0,4.0,0
Single Vehicle Collision,Ambulance,55.0,38.0,,Bachelor,Minor Loss,8.0,1884.0,500.0,1527.0,Full,1.0,1.0,1.0,76.0,2000.0,20.0,0
Multi-vehicle Collision,Ambulance,34.0,15.0,,Bachelor,Major Loss,5.0,2340.0,500.0,875.0,Full,-0.0,3.0,1.0,80.0,5000.0,6.0,0
Parked Car,,44.0,25.0,,Bachelor,Major Loss,19.0,1264.0,1000.0,926.0,Full,1.0,1.0,1.0,59.0,8000.0,10.0,0
Multi-vehicle Collision,Fire,39.0,21.0,1.0,Masters,Major Damage,23.0,705.0,1000.0,1390.0,Full,1.0,3.0,0.0,168.0,41580.0,0.0,0
Multi-vehicle Collision,Police,38.0,21.0,,Bachelor,Major Loss,6.0,2424.0,1000.0,903.0,Full,1.0,3.0,0.0,51.0,10000.0,12.0,0
Multi-vehicle Collision,Fire,44.0,22.0,1.0,College,Major Damage,20.0,749.0,1000.0,1156.0,Full,0.0,3.0,-0.0,322.0,49400.0,5.0,0
Vehicle Theft,Ambulance,40.0,22.0,,High School,Total Loss,-0.0,1691.0,2000.0,1556.0,Full,1.0,1.0,1.0,78.0,9000.0,15.0,0
Single Vehicle Collision,Ambulance,38.0,17.0,,High School,Major Loss,4.0,2058.0,1000.0,1423.0,Full,-0.0,1.0,1.0,70.0,9000.0,10.0,0
Multi-vehicle Collision,Other,47.0,31.0,,High School,Major Loss,9.0,1105.0,2000.0,1181.0,Full,1.0,3.0,1.0,83.0,10000.0,18.0,1
Single Vehicle Collision,Ambulance,56.0,40.0,0.0,High School,Minor Damage,9.0,485.0,500.0,1281.0,Full,2.0,1.0,-0.0,439.0,50000.0,6.0,0
Single Vehicle Collision,Ambulance,35.0,13.0,,Bachelor,Major Loss,14.0,1652.0,500.0,1155.0,Full,1.0,1.0,0.0,109.0,5000.0,20.0,0
Single Vehicle Collision,Ambulance,34.0,17.0,,Bachelor,Minor Loss,4.0,1624.0,1000.0,1434.0,Full,1.0,1.0,-0.0,118.0,1000.0,12.0,0
Parked Car,,49.0,30.0,,College,Total Loss,7.0,1981.0,500.0,1540.0,Full,0.0,1.0,1.0,102.0,10000.0,15.0,0
Parked Car,Police,27.0,6.0,1.0,High School,Trivial Damage,4.0,585.0,1000.0,1631.0,Full,1.0,1.0,-0.0,96.0,6030.0,8.0,0
Multi-vehicle Collision,Ambulance,48.0,32.0,,College,Minor Loss,12.0,2569.0,2000.0,1387.0,Full,1.0,3.0,1.0,108.0,10000.0,4.0,0
Parked Car,Police,51.0,29.0,,Masters,Minor Loss,23.0,2133.0,500.0,1411.0,Full,1.0,1.0,-0.0,34.0,4000.0,2.0,1
Single Vehicle Collision,Police,30.0,8.0,,MD,Total Loss,21.0,1136.0,2000.0,1217.0,Full,1.0,1.0,1.0,78.0,6000.0,3.0,0
Single Vehicle Collision,Other,21.0,2.0,0.0,High School,Major Damage,21.0,423.0,500.0,1022.0,P1,-0.0,1.0,0.0,8.0,91260.0,3.0,0
Single Vehicle Collision,Ambulance,37.0,18.0,-0.0,JD,Major Damage,4.0,40.0,500.0,1262.0,Full,0.0,1.0,0.0,199.0,60170.0,4.0,0
Multi-vehicle Collision,Ambulance,55.0,35.0,,High School,Total Loss,0.0,2503.0,1000.0,1245.0,Full,1.0,3.0,1.0,75.0,3000.0,8.0,0
Parked Car,Police,54.0,36.0,,College,Major Loss,23.0,1570.0,1000.0,1207.0,Full,0.0,1.0,1.0,51.0,10000.0,12.0,0
Multi-vehicle Collision,Ambulance,57.0,37.0,,High School,Total Loss,7.0,1872.0,2000.0,1238.0,Full,1.0,3.0,1.0,30.0,9000.0,9.0,0
Single Vehicle Collision,Ambulance,30.0,14.0,0.0,MD,Major Damage,8.0,69.0,1000.0,1061.0,Full,-0.0,1.0,0.0,128.0,68530.0,18.0,0
Multi-vehicle Collision,,26.0,10.0,,Bachelor,Minor Loss,6.0,1234.0,1000.0,1543.0,Full,1.0,2.0,1.0,73.0,9000.0,17.0,0
Multi-vehicle Collision,Ambulance,53.0,33.0,,Bachelor,Minor Loss,5.0,1989.0,500.0,1481.0,Full,1.0,3.0,1.0,77.0,5000.0,7.0,0
Multi-vehicle Collision,Fire,29.0,13.0,1.0,JD,Minor Damage,22.0,268.0,2000.0,654.0,Full,-0.0,3.0,-0.0,35.0,78300.0,6.0,0
Vehicle Theft,,28.0,12.0,0.0,Associate,Trivial Damage,3.0,245.0,1000.0,774.0,Full,1.0,1.0,-0.0,95.0,3200.0,1.0,0
Single Vehicle Collision,Other,33.0,11.0,1.0,Associate,Total Loss,-0.0,313.0,2000.0,1327.0,Full,0.0,1.0,-0.0,158.0,35000.0,3.0,0
Multi-vehicle Collision,Ambulance,55.0,36.0,,College,Total Loss,13.0,2352.0,1000.0,1316.0,Full,1.0,3.0,1.0,72.0,3000.0,19.0,0
Single Vehicle Collision,Ambulance,30.0,12.0,,Masters,Major Loss,0.0,2088.0,2000.0,1374.0,Full,-0.0,1.0,1.0,23.0,2000.0,2.0,0
Multi-vehicle Collision,Ambulance,56.0,36.0,,PhD,Total Loss,1.0,1049.0,1000.0,1256.0,Full,0.0,3.0,0.0,23.0,8000.0,14.0,1
Single Vehicle Collision,Other,58.0,37.0,,Bachelor,Minor Loss,17.0,1447.0,1000.0,1470.0,Full,1.0,1.0,1.0,51.0,5000.0,15.0,0
Single Vehicle Collision,Other,64.0,43.0,,PhD,Total Loss,17.0,1107.0,500.0,1089.0,Full,1.0,1.0,1.0,72.0,10000.0,2.0,0
Single Vehicle Collision,Ambulance,47.0,25.0,0.0,College,Major Damage,20.0,685.0,1000.0,1556.0,Full,1.0,1.0,0.0,313.0,40260.0,19.0,0
Single Vehicle Collision,Other,33.0,16.0,1.0,JD,Total Loss,11.0,215.0,2000.0,1363.0,Full,1.0,1.0,0.0,142.0,81360.0,6.0,0
Multi-vehicle Collision,Ambulance,36.0,15.0,0.0,PhD,Minor Damage,17.0,694.0,1000.0,1497.0,Full,2.0,3.0,1.0,134.0,77200.0,19.0,0
Vehicle Theft,Ambulance,63.0,41.0,,Bachelor,Major Loss,10.0,1828.0,2000.0,1369.0,Full,1.0,1.0,1.0,35.0,7000.0,20.0,0
Vehicle Theft,Ambulance,61.0,44.0,,High School,Minor Loss,8.0,2439.0,500.0,1306.0,Full,1.0,1.0,1.0,67.0,3000.0,12.0,0
Vehicle Theft,Ambulance,34.0,12.0,,College,Major Loss,23.0,1580.0,2000.0,1087.0,Full,1.0,1.0,1.0,108.0,6000.0,8.0,0
Single Vehicle Collision,Police,59.0,41.0,,Bachelor,Total Loss,1.0,2510.0,2000.0,1223.0,Full,1.0,1.0,-0.0,99.0,7000.0,17.0,0
Single Vehicle Collision,Police,35.0,16.0,,Masters,Total Loss,5.0,1539.0,500.0,1047.0,Full,1.0,1.0,1.0,24.0,10000.0,10.0,0
Single Vehicle Collision,Ambulance,27.0,11.0,,High School,Total Loss,-0.0,2485.0,500.0,1122.0,Full,1.0,1.0,1.0,107.0,6000.0,10.0,0
Single Vehicle Collision,Ambulance,36.0,18.0,,Masters,Major Loss,10.0,2335.0,2000.0,1132.0,Full,1.0,1.0,1.0,76.0,8000.0,11.0,1
Multi-vehicle Collision,Police,54.0,38.0,0.0,College,Total Loss,15.0,105.0,500.0,1495.0,Full,-0.0,3.0,0.0,350.0,93480.0,1.0,0
Single Vehicle Collision,,26.0,5.0,,Bachelor,Minor Loss,18.0,2472.0,1000.0,1024.0,Full,1.0,1.0,1.0,94.0,1000.0,2.0,0
Multi-vehicle Collision,Other,29.0,9.0,,Bachelor,Total Loss,1.0,2013.0,1000.0,858.0,Full,1.0,3.0,-0.0,64.0,8000.0,17.0,0
Single Vehicle Collision,Ambulance,30.0,12.0,,Masters,Major Loss,0.0,2088.0,2000.0,1374.0,Full,-0.0,1.0,1.0,23.0,2000.0,2.0,0
Multi-vehicle Collision,Ambulance,60.0,40.0,,High School,Minor Loss,3.0,1491.0,1000.0,916.0,Full,-0.0,4.0,-0.0,30.0,7000.0,-0.0,0
Vehicle Theft,,34.0,13.0,-0.0,Associate,Minor Damage,0.0,740.0,1000.0,1423.0,Full,-0.0,1.0,0.0,194.0,9100.0,12.0,1
Single Vehicle Collision,Police,64.0,45.0,,High School,Minor Loss,2.0,2176.0,2000.0,1576.0,Full,1.0,1.0,0.0,32.0,9000.0,0.0,0
Multi-vehicle Collision,,30.0,14.0,,MD,Major Loss,18.0,1572.0,2000.0,1173.0,Full,1.0,3.0,1.0,8.0,1000.0,8.0,0
Multi-vehicle Collision,Fire,25.0,3.0,-0.0,Masters,Major Damage,13.0,959.0,1000.0,1004.0,P2,1.0,3.0,-0.0,41.0,48000.0,20.0,0
Single Vehicle Collision,Police,48.0,32.0,1.0,Masters,Minor Damage,12.0,531.0,2000.0,1526.0,Full,2.0,1.0,1.0,354.0,90240.0,20.0,0
Multi-vehicle Collision,,60.0,39.0,,MD,Minor Loss,2.0,1346.0,500.0,1611.0,Full,1.0,4.0,1.0,48.0,7000.0,13.0,0
Single Vehicle Collision,Ambulance,44.0,28.0,,Bachelor,Major Loss,3.0,1208.0,2000.0,1221.0,Full,-0.0,1.0,1.0,79.0,2000.0,5.0,1
Multi-vehicle Collision,,51.0,33.0,,Bachelor,Minor Loss,4.0,1934.0,1000.0,1016.0,Full,1.0,3.0,1.0,66.0,9000.0,5.0,0
Single Vehicle Collision,Police,26.0,6.0,0.0,College,Major Damage,8.0,343.0,1000.0,988.0,Full,2.0,1.0,1.0,66.0,57860.0,7.0,0
Multi-vehicle Collision,,31.0,13.0,,MD,Major Loss,15.0,2186.0,500.0,1444.0,Full,-0.0,4.0,1.0,12.0,7000.0,1.0,0
Single Vehicle Collision,Other,44.0,23.0,1.0,Masters,Minor Damage,8.0,719.0,2000.0,1656.0,Full,0.0,1.0,1.0,259.0,105820.0,13.0,0
Single Vehicle Collision,,55.0,37.0,,College,Minor Loss,21.0,2236.0,1000.0,1216.0,Full,-0.0,1.0,1.0,102.0,6000.0,16.0,0
Multi-vehicle Collision,,35.0,17.0,,High School,Total Loss,7.0,1133.0,2000.0,1423.0,Full,0.0,3.0,1.0,22.0,4000.0,18.0,1
Multi-vehicle Collision,Police,52.0,36.0,,College,Minor Loss,14.0,1664.0,500.0,1062.0,Full,-0.0,3.0,1.0,98.0,7000.0,9.0,0
Single Vehicle Collision,Police,25.0,9.0,,Bachelor,Major Loss,18.0,1748.0,1000.0,1265.0,Full,1.0,1.0,1.0,105.0,5000.0,-0.0,0
Multi-vehicle Collision,Fire,37.0,16.0,1.0,Associate,Total Loss,14.0,308.0,500.0,1366.0,Full,1.0,3.0,1.0,151.0,59100.0,17.0,0
Single Vehicle Collision,,39.0,21.0,,College,Minor Loss,4.0,2343.0,1000.0,1355.0,Full,-0.0,1.0,-0.0,116.0,1000.0,12.0,0
Multi-vehicle Collision,Other,45.0,26.0,1.0,MD,Major Damage,21.0,940.0,2000.0,1334.0,Full,1.0,3.0,-0.0,279.0,61050.0,4.0,0
Single Vehicle Collision,Other,39.0,21.0,-0.0,JD,Major Damage,10.0,988.0,2000.0,1454.0,Full,0.0,1.0,-0.0,235.0,60320.0,3.0,0
Multi-vehicle Collision,Ambulance,56.0,36.0,,Masters,Total Loss,16.0,2261.0,500.0,870.0,Full,1.0,3.0,1.0,6.0,4000.0,6.0,0
Vehicle Theft,Police,40.0,23.0,1.0,PhD,Minor Damage,14.0,283.0,2000.0,1316.0,Full,-0.0,1.0,1.0,201.0,6820.0,12.0,0
Single Vehicle Collision,Ambulance,43.0,22.0,,High School,Total Loss,17.0,1771.0,500.0,954.0,Full,0.0,1.0,1.0,66.0,7000.0,2.0,0
Multi-vehicle Collision,Ambulance,49.0,31.0,,Bachelor,Minor Loss,9.0,1650.0,1000.0,1029.0,Full,1.0,3.0,0.0,46.0,3000.0,16.0,0
Single Vehicle Collision,Ambulance,50.0,31.0,,PhD,Minor Loss,3.0,2090.0,500.0,937.0,Full,1.0,1.0,1.0,30.0,2000.0,1.0,0
Single Vehicle Collision,Other,37.0,15.0,,Bachelor,Total Loss,18.0,2161.0,1000.0,980.0,Full,1.0,1.0,1.0,16.0,7000.0,16.0,0
Multi-vehicle Collision,Ambulance,40.0,23.0,,Masters,Major Loss,10.0,1759.0,2000.0,1482.0,Full,1.0,4.0,0.0,98.0,8000.0,18.0,0
Single Vehicle Collision,Police,34.0,13.0,1.0,High School,Major Damage,10.0,530.0,2000.0,1586.0,Full,1.0,1.0,0.0,15.0,75570.0,5.0,0
Multi-vehicle Collision,Police,53.0,31.0,,Bachelor,Total Loss,19.0,1511.0,1000.0,1471.0,Full,1.0,3.0,1.0,58.0,1000.0,9.0,0
Vehicle Theft,Police,48.0,27.0,,High School,Major Loss,8.0,1210.0,1000.0,1351.0,Full,1.0,1.0,-0.0,89.0,10000.0,13.0,0
Single Vehicle Collision,Fire,29.0,8.0,-0.0,High School,Total Loss,2.0,487.0,1000.0,1878.0,Full,0.0,1.0,0.0,128.0,59070.0,12.0,0
